Warehouse code	Item code	Item Description	Stock on Hand
ZBF12T	40101701PA07015	Condensor Assly GIC18ETC5WSA	1
ZBF12T	40101701PA07021	Bracket Mtr Mnt GIC18MTC5WSA	0
ZBF12T	40101701PA07030	Handle RH GIC18MTC5WSA 1.5TR	1
ZBF12T	40101701PA07031	ControlUnit ODU GIC18MTC5WSA	2
ZBF12T	40101701PA07035	Discharge tube GIC18MTC5WSA	1
ZBF12T	40101701PA07041	Blower GWC12DTC3WSA 1T WAC	1
ZBF12T	40101701PA07044	Swing Motor GWC12DTC3WSA 1T	1
ZBF12T	40101701PA07074	Motor GWC18DTC5WSA 1.5TR WAC	1
ZBF12T	40101701PA07082	Swing Motor GWC24DTC3WSA 2T	1
ZBF12T	40101701PA07124	Display PCB GWC12DTC3-WSA 1T	1
ZBF12T	40101701PA07173	Swing Motor Holdr GSH18LTC2WSA	0
ZBF12T	40101701PA07275	Evaporator Assy GIC18WTC3WSB	2
ZBF12T	40101701PA07286	Sensor Assly IDU GIC18WTC3WSB	1
ZBF12T	40101701PA07288	Motor IDU GIC18WTC3WSB 1.5TR	1
ZBF12T	40101701PA07290	Swing Motor Contr GIC18WTC3WSB	1
ZBF12T	40101701PA07291	Swing Motor GIC18WTC3WSB 1.5TR	2
ZBF12T	40101701PA07292	Swing Motor Suprt GIC18WTC3WSB	1
ZBF12T	40101701PA07294	Swing Motor Vrtcl GIC18WTC3WSB	1
ZBF12T	40101701PA07296	Remote Control GIC18WTC3WSB	2
ZBF12T	40101701PA07301	Motor ODU GIC18WTC3WSB 1.5TR	3
ZBF12T	40101701PA07302	Fan ODU GIC18WTC3WSB 1.5TR SAC	1
ZBF12T	40101701PA07317	Ctrl Crd Asly ODU GIC18WTC3WSB	4
ZBF12T	40101701PA07319	Sensor Pipe/ODU GIC18WTC3WSB	3
ZBF12T	40101701PA07320	Sensor Discharge GIC18WTC3WSB	3
ZBF12T	40101701PA07331	Swing Motor GIC12GTC5WSA 1T	1
ZBF12T	40101701PA07350	Evaporator Assy GIC18NTC3WSA	0
ZBF12T	40101701PA07351	Holder Assy Brng GIC18NTC3WSA	1
ZBF12T	40101701PA07353	Rear Panel IDU GIC18NTC3WSA	1
ZBF12T	40101701PA07355	Louver Housing GIC18NTC3WSA	1
ZBF12T	40101701PA07357	Mounting Plate GIC18NTC3WSA	1
ZBF12T	40101701PA07359	Swing Motor Vrtl GIC18NTC3WSA	1
ZBF12T	40101701PA07361	Motor IDU GIC18NTC3WSA 1.5TR	1
ZBF12T	40101701PA07374	Remote Control GIC18NTC3WSA	3
ZBF12T	40101701PA07378	Fan motor ODU GIC18NTC3WSA	1
ZBF12T	40101701PA07389	Ctrl Crd Asly ODU GIC18NTC3WSA	0
ZBF12T	40101701PA07393	Discharge tube GIC18NTC3WSA	2
ZBF12T	40101701PA07395	Sensor Cond ODU GIC18NTC3WSA	1
ZBF12T	40101701PA07396	Sensor Dchrg ODU GIC18NTC3WSA	1
ZBF12T	40101701PA07397	Evaporator GSC18OTC3WSA 1.5TR	1
ZBF12T	40101701PA07399	Ctrl Crd Asly Mn GSC18OTC3WSA	1
ZBF12T	40101701PA07411	Remote Control ISENSE Invertor	8
ZBF12T	40101701PA07429	Swing Motor GWC24UTC3WSA 2T	1
ZBF12T	40101701PA07444	Fan GWC24UTC3WSA 2T WAC AMBER	1
ZBF12T	40101701PA07469	Evaporator GIC12OTC3WSA 1T SAC	1
ZBF12T	40101701PA07477	Swing Motor Vertical Idu	1
ZBF12T	40101701PA07500	Blower GSC12OTC3WSA 1T SAC	1
ZBF12T	40101701PA07509	ODU Fan Motor GSC12OTC3WSA 1T	1
ZBF12T	40101701PA07527	Sensor Room Temp GIC12OTC3WSA	1
ZBF12T	40101701PA07528	Sensor Pipe Temp GIC12OTC3WSA	1
ZBF12T	40101701PA07536	Reactor Assly GIC 24LTC3-WSA	1
ZBF12T	40101701PA07548	Fan Guard GSC12 FG 1T SAC	0
ZBF12T	40101701PA07644	Condensor 1.5 row GSC18FG7WMG	12
ZBF12T	40101701PA07645	Remote Control GIC12FTC3WSA 1T	2
ZBF12T	40101701PA07651	Display PCB GIC12JTC3WTA 1T	1
ZBF12T	40101701PA07654	Display PCB GIC12HTC5WTA 1T	2
ZBF12T	40101701PA07675	Motor ODU GIC12HTC5WTA 1T SAC	1
ZBF12T	40101701PA07699	Motor IDU GIC18FTC3WTA 1.5TR	1
ZBF12T	40101701PA07708	Sensor ODU GIC18FTC3WTA 1.5TR	2
ZBF12T	40101701PA07716	Evaporator Assy GIC18HTC5WTA	1
ZBF12T	40101701PA07718	Motor IDU GIC18HTC5WTA 1.5TR	1
ZBF12T	40101701PA07729	Sensor ODU GIC18HTC5WTA 1.5TR	1
ZBF12T	40101701PA07755	Swing Motor Vrt GIC12WTC3WTA	1
ZBF12T	40101701PA07757	Pipe Drain GIC12WTC3WTA 1T SAC	0
ZBF12T	40101701PA07765	Motor ODU GIC12WTC3WTA 1T SAC	1
ZBF12T	40101701PA07783	Sensor Dsrg Temp GIC12WTC3WTA	1
ZBF12T	40101701PA07789	Blower GIC 12 WTC5 WTA 1T SAC	1
ZBF12T	40101701PA07837	Motor ODU 55W G-KFD55 SAC Cu	3
ZBF12T	40101701PA07850	Condensor GSC12NTC3-WTA 1T SAC	1
ZBF12T	40101701PA07859	Fan motor IDU GSC18NTC3-WTA	0
ZBF12T	40101701PA07860	Display PCB Asly GSC18NTC3-WTA	1
ZBF12T	40101701PA07861	Condensor GSC18NTC3-WTA 1.5TR	1
ZBF12T	40101701PA07890	Motor ODU GIC 24 ITC 3-WTA 2T	1
ZBF12T	40101701PA07891	Terminal Block ODU GIC24ITC3	1
ZBF12T	40101701PA07895	Remote Control GIC24ITC3 WTA	3
ZBF12T	40101701PA07910	Louver Vertical Big GSC 18NTC3	1
ZBF12T	40101701PA07922	Condensor GSC 18 EE 5 GWQG Cu	1
ZBF12T	40101701PA07939	Evaporator Coil Asy GSC 18ITC3	6
ZBF12T	40101701PA07943	Display PCB Asy B GSC18ITC3	9
ZBF12T	40101701PA07946	Condensor Asy GSC 18ITC3 WTA	1
ZBF12T	40101701PA08034	Capacitor Comp GSC12ITC3WUA 1T	0
ZBF12T	40101701PA08048	Fan Cross Flow 1.5TR SAC Blue	2
ZBF12T	40101701PA08052	Suct. Valve Ser 1/2" L Type	3
ZBF12T	40101701PA08070	Cover Motor RH GSC 24ITC3 WUA	2
ZBF12T	40101701PA08071	Cover Motor LH GSC 24ITC3 WUA	1
ZBF12T	40101701PA08191	Rubber Bearing Assly CFF	1
ZBF12T	40101701PA08265	ODU PCB GIC 18 IGC5 WUA 1.5TR	3
ZBF12T	40101701PA08346	Louver Hrzntl GIC 18NTC3 WSA	2
ZBF12T	40101701PA08399	IDU Chassis Assembly 1T SAC	2
ZBF12T	40101701PA08409	IDU Frnt Grill Assy GIC 18TGC3	2
ZBF12T	40101701PA08410	Front panel IDU 1.5TR SAC	0
ZBF12T	40101701PA08412	IDU Hrzntl Luvr Asy GIC 18TGC3	2
ZBF12T	40101701PA08413	IDU Chassis Assly GIC 18TGC3	3
ZBF12T	40101701PA08436	Grill Inlet White 1.5TR SAC	0
ZBF12T	40101701PA08439	Evaporator Assembly GIC 12TGC5	0
ZBF12T	40101701PA08440	Condensor Ready GIC 12TGC5-WUA	1
ZBF12T	40101701PA08441	Condensor Ready GIC 18TGC3-WUA	0
ZBF12T	40101701PA08442	Remote Control AC Basic	2
ZBF12T	40101701PA08443	Remote Control AC Premium	4
ZBF12T	40101701PA08480	Service Valve 1/4" i - Pipe	1
ZBF12T	40101701PA08493	Evaporator Rdy GIC 12TTC3-WUA	5
ZBF12T	40101701PA08494	Condensor Ready GIC 12TTC3-WUA	5
ZBF12T	40101701PA08525	Louver Vertical Assembly 1.5TR	1
ZBF12T	40101701PA08545	ODU MOTOR MNT ASY GIC 18PGC5	0
ZBF12T	40101701PA08548	Evaporator ASY GIC 18TTC3 WVB	16
ZBF12T	40101701PA08560	IDU FASCIA ASY GIC 18DTC3	2
ZBF12T	40101701PA08603	Louver Hrzntl GIC 18PGC5 WVA	1
ZBF12T	40101701PA08620	Evaporator Coil GIC 18PGC5 WVA	3
ZBF12T	40101701PA08623	Holder Display GIC 18PGC5 WVA	1
ZBF12T	40101701PA08625	Rear Panel GIC 18PGC5 WVA	2
ZBF12T	40101701PA08626	Mounting Plate GIC 18PGC5 WVA	1
ZBF12T	40101701PA08628	Display PCB GIC 18PGC5 WVA	1
ZBF12T	40101701PA08629	Swing Motor GIC 18PGC5 WVA	6
ZBF12T	40101701PA08630	Terminal Block GIC 18PGC5 WVA	1
ZBF12T	40101701PA08633	Sensor Room Air GIC 18PGC5 WVA	1
ZBF12T	40101701PA08634	Sensor Coil GIC 18PGC5 WVA	1
ZBF12T	40101701PA08637	Pipe Drain Assy GIC 18PGC5 WVA	0
ZBF12T	40101701PA08730	Louver RH & LH GSC 18PTC3 WVA	1
ZBF12T	40101701PA08731	Blower GSC 18PTC3 WVA 1.5TR	2
ZBF12T	40101701PA08736	Middle Panel GSC 18PTC3 WVA	1
ZBF12T	40101701PA08737	Rear Panel GSC 18PTC3 WVA	0
ZBF12T	40101701PA08738	Display PCB GSC 18PTC3 WVA	2
ZBF12T	40101701PA08739	Front panel IDU GSC 18PTC3 WVA	1
ZBF12T	40101701PA08742	Remote Control GSC 18PTC3 WVA	2
ZBF12T	40101701PA08748	Condensor GSC 18PTC3 WVA 1.5TR	2
ZBF12T	40101701PA08750	Motor ODU GSC 18PTC3 WVA 1.5TR	3
ZBF12T	40101701PA08778	Condensor GSC 24PTC3 WVA 2T	1
ZBF12T	40101701PA08784	Evaporator GSC 24PTC3 WVA 2T	0
ZBF12T	40101701PA08789	Motor ODU GIC 24PTC3 WVA 2T	1
ZBF12T	40101701PA08793	Sensor Amb ODU GIC 24PTC3 WVA	1
ZBF12T	40101701PA08802	Fan motor IDU GIC 24PTC3 WVA	3
ZBF12T	40101701PA08887	Plate Mntng PG Powercool12K 1T	1
ZBF12T	40101701PA09154	Grill Inlet Silver 1.5TR SAC	0
ZBF12T	40101701PA09157	Grill Inlet Gold 1T SAC White	1
ZBF12T	40101701PA09174	Condensor Ready SIC 12TTC5 WWA	1
ZBF12T	40101701PA09198	Display PCB Asy WFC 18UTC3 WWA	2
ZBF12T	40101701PA09200	Capacitor Dual WFC 18UTC3 WWA	1
ZBF12T	40101701PA09203	Condensor Asy WFC 18UTC3 WWA	2
ZBF12T	40101701PA09204	TopCover WFC 18UTC3 WWA 1.5TR	1
ZBF12T	40101701PA09206	Sensor Ambient WFC 18UTC3 WWA	1
ZBF12T	40101701PA09207	Sensor Coil WFC 18UTC3 WWA	1
ZBF12T	40101701PA09211	Condensor Asy SIC 18ITC5 WWR	1
ZBF12T	40101701PA09212	EEV SIC 18ITC5 WWR 1.5TR SAC	1
ZBF12T	40101701PA09213	EEV Coil SIC 18ITC5 WWR 1.5TR	4
ZBF12T	40101701PA09214	Motor SIC 18ITC5 WWR 1.5TR SAC	6
ZBF12T	40101701PA09215	Fan SIC 18ITC5 WWR 1.5TR SAC	1
ZBF12T	40101701PA09230	Remote Control SFC 18PTC3 WWP	8
ZBF12T	40101701PA09231	Condensor ODU SFC 18PTC3 WWP	1
ZBF12T	40101701PA09238	Condensor ODU SIC 18PTC4 WWP	0
ZBF12T	40101701PA09240	Motor ODU SIC 18PTC4 WWP 1.5TR	1
ZBF12T	40101701PA09320	Grill Frnt Asly WIC 18UTC3 WWA	0
ZBF12T	40101701PA09321	Display PCB Asy WIC 18UTC3 WWA	0
ZBF12T	40101701PA09322	Display PCB WIC 18UTC3 WWA	0
ZBF12T	40101701PA09329	Motor WIC 18UTC3 WWA 1.5TR WAC	1
ZBF12T	40101701PA09332	Sensor ODU Ambient WIC 18UTC3	1
ZBF12T	40101701PA09333	Sensor ODU Dischrg WIC 18UTC3	1
ZBF12T	40101701PA09334	Sensor Coil & Room WIC 18UTC3	1
ZBF12T	40101701PA09335	Sensor Condensor WIC 18UTC3	1
ZBF12T	40101701PA09339	Motor WIC 18UTC5 WWA 1.5TR WAC	1
ZBF12T	40101701PA09340	Condensor Asly WIC 18UTC5 WWA	1
ZBF12T	40101701PA09345	Condensor Asly SFC 18LTC3 WWR	1
ZBF12T	40101701PA09351	Motor IDU SFC 18LTC3 WWR 1.5TR	4
ZBF12T	40101701PA09355	Remote Control SFC 18LTC3 WWR	1
ZBF12T	40101701PA09360	Condensor Asy SIC 18TTC3 GWC	1
ZBF12T	40101701PA09362	Remote Control 16Key	1
ZBF12T	40101701PA09364	Drain Pump Assly SIC 18DTC3	2
ZBF12T	40101701PA09369	Swing Motor 4Way SFC 24LTC3	2
ZBF12T	40101701PA09375	Motor IDU SFC 24LTC3 WWR 2T	1
ZBF12T	40101701PA09376	Blower SFC 24LTC3 WWR 2T SAC	1
ZBF12T	40101701PA09378	Evaporator Asy SFC 24LTC3 WWR	1
ZBF12T	40101701PA09380	Louver Hzntl SFC 24LTC3 WWR 2T	3
ZBF12T	40101701PA09402	Motor ODU SFC 24LTC3 WWR 2T	1
ZBF12T	40101701PA09416	Condensor Assly SIC 24LTC5 WWR	2
ZBF12T	40101701PA09424	IDU PCB & Remote GIC 18TGC3	2
ZBF12T	40101701PA09448	Display PCB Asy SIC 24ITC3-WWR	2
ZBF12T	40101701PA09450	Condensor Asy SIC 24ITC3-WWR	1
ZBF12T	40101701PA09455	Remote Control MOD AC Basic	0
ZBF12T	40101701PA09465	Condensor Asy SIC 18LTC5 GWR	1
ZBF12T	40101701PA09480	Condensor Asy SIC 20ITC3-WWA	1
ZBF12T	40101701PA09494	IDU Service 1.5TR SAC Godrej	1
ZBF12T	40101701PA09504	Remote Control 12Key w/o Bck	27
ZBF12T	40101701PA09525	Condensor Ready SIH 18TTC3 WWA	1
ZBF12T	40101701PA09527	Condensor Ready 18TTC3 GWD	1
ZBF12T	40101701PA09659	ODU PCBA SIC 30LTC3-GWR 2.5T	1
ZBF12T	40101701PA09661	Evaporator Assy SIC 30LTC3 GWR	1
ZBF12T	40101701PA09663	PCB IDU SIC 30LTC3 GWR 2.5T	1
ZBF12T	40101701PA09666	PCB IDU SIC 20ITC5-WWR 1.7TR	2
ZBF12T	40101701PA09671	ODU PCBA SIC 20ITC5-WWR 1.7TR	3
ZBF12T	40101701PA09672	Condensor Assy DSS 12II5R32	1
ZBF12T	40101701PA09676	ODU PCBA DSS 12II5R32 WWR 1T	3
ZBF12T	40101701PA09677	Evaporator DSS 12II5R32 WWR 1T	1
ZBF12T	40101701PA09679	PCB IDU DSS 12II5R32 WWR 1T	1
ZBF12T	40101701PA09683	Swing Motor Hrztl SIH 18ITC3	3
ZBF12T	40101701PA09693	Front panel SIH 18ITC3 WWS	2
ZBF12T	40101701PA09723	Louver Vertical SIC 18ITC5 WWD	1
ZBF12T	40101701PA09730	Louver Hrzntl SIC 18ITC5 WWD	1
ZBF12T	40101701PA09736	Display PCB B Type SIC 18ITC5	2
ZBF12T	40101701PA09739	Evaporator Assy SIC 20ITC3 WYS	2
ZBF12T	40101701PA09777	Fan Crs Flw DSS 12PI3R32 WWP	1
ZBF12T	40101701PA09780	Sensor Coil DSS 12PI3R32 WWP	2
ZBF12T	40101701PA09781	Sensor Room DSS 12PI3R32 WWP	2
ZBF12T	40101701PA09787	Coil Coling DSS 12PI3R32 WWP	2
ZBF12T	40101701PA09791	Swing Motor Hrztl DSS 12PI3R32	1
ZBF12T	40101701PA09794	Remote Control DSS 12PI3R32	4
ZBF12T	40101701PA09806	Sensor ODU Disch DSS 12PI3R32	1
ZBF12T	40101701PA09807	Sensor ODU Cond. DSS 12PI3R32	1
ZBF12T	40101701PA09808	Sensor ODU Ambnt DSS 12PI3R32	1
ZBF12T	40101701PA09822	Fan Crs flw assly DSS 18PI3R32	2
ZBF12T	40101701PA09831	Rear Panel DSS 18PI3R32 WWP	0
ZBF12T	40101701PA09833	Coil Cool assly DSS 18PI3R32	1
ZBF12T	40101701PA09839	Swing Motor Vrtcl DSS 18PI3R32	0
ZBF12T	40101701PA09848	Condensor DSS 18PI3R32 WWP	1
ZBF12T	40101701PA09850	Sensor Temp Dsch DSS 18PI3R32	2
ZBF12T	40101701PA09851	Sensor Temp Cond DSS 18PI3R32	2
ZBF12T	40101701PA09852	Sensor Temp Amb DSS 18PI3R32	1
ZBF12T	40101701PA09861	Fan motor IDU DSS 12PI3R32 WWP	1
ZBF12T	40101701PA09862	Fan motor ODU DSS 12PI3R32 WWP	1
ZBF12T	40101701PA09863	Fan motor IDU DSS 18PI3R32 WWP	7
ZBF12T	40101701PA09864	Fan motor ODU DSS 18PI3R32 WWP	5
ZBF12T	40101701PA09873	Condensor Assly SIC 18ITC5 WYS	1
ZBF12T	40101701PA09932	Condensor Asy SIC 12ITC3 WYR	1
ZBF12T	40101701PA09937	Motor SIC 12ITC3 WYR 1T SAC	1
ZBF12T	40101701PA09950	Evaporator WFC 18UTC3 WWB	1
ZBF12T	40101701PA09953	Motor WFC 18UTC3 WWB 1.5TR WAC	1
ZBF12T	40101701PA09959	Grill Inlet IDU 18VINV3R32 TK	1
ZBF12T	40101701PA09962	Display PCB EI 18PINV4R32 WYP	1
ZBF12T	40101701PA09968	Motor EI 18PINV4R32 WYP 1.5TR	1
ZBF12T	40101701PA09975	Condensor Assly SIC 18NTC3 WYE	1
ZBF12T	40101701PA09979	ODU PCB Controller SIC 18NTC3	3
ZBF12T	40101701PA09984	Fan Cross Flow SIC 18NTC3 WYE	1
ZBF12T	40101701PA09991	Louver Hrzntl(Flap) SIC 18NTC3	3
ZBF12T	40101701PA09994	Swing Motor (V) SIC 18NTC3 WYE	1
ZBF12T	40101701PA09996	Fan motor IDU SIC 18NTC3 WYE	1
ZBF12T	40101701PA10000	PCB Assly SIC 18NTC3 WYE 1.5TR	2
ZBF12T	40101701PA10007	Remote Control SIC 18NTC3 WYE	1
ZBF12T	40101701PA10027	Display PCB SIC 11NTC3 WYE 1T	2
ZBF12T	40101701PA10062	Sensor Room Temp SIH 12NTC3	1
ZBF12T	40101701PA10063	Sensor Pipe Coil SIH 12NTC3	1
ZBF12T	40101701PA10077	Fan motor ODU SIH 12NTC3 WWE	1
ZBF12T	40101701PA10089	Sensor ODU Dschrg SIH 12NTC3	1
ZBF12T	40101701PA10090	Sensor ODU Amb SIH 12NTC3 WWE	1
ZBF12T	40101701PA10091	Sensor ODU Cond SIH 12NTC3 WWE	1
ZBF12T	40101701PA10109	Rear Panel SFC 18STC3 WYP	2
ZBF12T	40101701PA10112	Motor IDU SFC 18STC3 WYP	1
ZBF12T	40101701PA10113	Blower IDU SFC 18STC3 WYP	1
ZBF12T	40101701PA10118	Coil SFC 18STC3WYP Coolng	2
ZBF12T	40101701PA10119	Swing Motor SFC 18STC3WYP Bush	1
ZBF12T	40101701PA10124	Louver SFC 18STC3WYP Vrtcl	1
ZBF12T	40101701PA10127	PCB SFC 18STC3WYP IDU 1.5TR	2
ZBF12T	40101701PA10139	Display PCB SFC 18STC3WYP	1
ZBF12T	40101701PA10198	Grill Inlt Facia Asy 12DTC3 AL	1
ZBF12T	40101701PA10212	Condensor Rdy SIC18TTC3 PG5000	0
ZBF12T	40101701PA10214	Condensor Ready SIC 18TTC3 WYQ	1
ZBF12T	40101701PA10411	Motor ODU SIC 12PTC3 WYQ 1T	1
ZBF12T	40101701PA10443	Evaporator Asy SIC 12PTC3 WYQ	1
ZBF12T	40101701PA10446	Display PCB SIC 12PTC3 WYQ 1T	2
ZBF12T	40101701PA10474	Swing Motor SFC 18PTC3 WWP	2
ZBF12T	40101701PA10501	Valve Assly 18K 3S PG-20 1.5TR	0
ZBF12T	40101701PA10641	Condensor Assy SIC 18PTC3 WZT	1
ZBF12T	40101701PA10642	ODU PCB Cntrlr SIC 18PTC3 WZT	3
ZBF12T	40101701PA10644	Holder Bearing SIC 18PTC3 WZT	1
ZBF12T	40101701PA10646	Condensor Ready SIC 18ITC5 WYD	0
ZBF12T	40101701PA10647	Evaporator SIC 18PTC3 WZT 1.5T	3
ZBF12T	40101701PA10711	IDU PCB Assly SIC 25LTC3 RZR	2
ZBF12T	40101701PA10715	ODU PCB SIC 25LTC3 RZR IOT 2T	2
ZBF12T	40101701PA10782	Display PCB B EI 24I3T WZS 2T	2
ZBF12T	40101701PA10787	ODU PCB EI 24I3T WZS 2T SAC	2
ZBF12T	40101701PA10792	Motor SIC 18ITC5 WZS 1.5T SAC	1
ZBF12T	40101701PA10793	Sensor ODU Dschr SIC 18ITC5	1
ZBF12T	40101701PA10794	Sensor ODU Amb SIC 18ITC5 WZS	1
ZBF12T	40101701PA10795	Sensor ODU Cond SIC 18ITC5 WZS	1
ZBF12T	40101701PA10797	Display PCB B SIC 18ITC5 WZS	2
ZBF12T	40101701PA10799	Sensor IDU Amb SIC 18ITC5 WZS	1
ZBF12T	40101701PA10800	Sensor IDU Eva SIC 18ITC5 WZS	1
ZBF12T	40101701PA11154	ODU PCBA SIC 24ITC3 WZR 2T SAC	1
ZBF12T	40101701PA11156	IDU PCBA SIC 24ITC3 WZR 2T SAC	1
ZBF12T	40101701PA11168	Display PCB SIC 18VTC5 GZP MG	1
ZBF12T	40101701PA11170	Remote Control SIC 18VTC5 GZP	1
ZBF12T	40101701PA11176	Sensor ODU Dschr SIC 18VTC5	1
ZBF12T	40101701PA11177	Sensor ODU Cond SIC 18VTC5 GZP	1
ZBF12T	40101701PA11178	Sensor ODU Amb SIC 18VTC5 GZP	1
ZBF12T	40101701PA11180	ODU PCBA SIC 18ITC5-WZR 1.5T	0
ZBF12T	40101704DG00003	Cond MS Unit Axis & 200 L	5
ZBF12T	40101704DG00004	Cond MS Unit Edge 250 L	4
ZBF12T	40101704DG00006	Cond MS 100 L	1
ZBF12T	40101704DG00022	Cond MS Edgepro 240 23 Row	1
ZBF12T	40101704DG00052	Cond MS Unit 300Ltr 97744923	0
ZBF12T	40101704DG00065	Cond MS 21ROW WOTC FOR 210EPRO	1
ZBF12T	40101704DG00092	Cond MS 255 L BLDC	1
ZBF12T	40101704DG00111	Cond MS EDGESX 266L	0
ZBF12T	40101704DG00115	Cond MS EDGE190 17 Row 90 Fins	0
ZBF12T	40101704DG00116	Cond MS Edge190 15 Row 49 Fins	0
ZBF12T	40101704DG00117	Cond Cu GVR 99 LITE NT 044913	1
ZBF12T	40101704DG00121	Cond MS Edge 215 Mini 21 Row	1
ZBF12T	40101704DG00130	Cond MS Edge 215 Fix 21 Row 96	5
ZBF12T	40101704DG00233	Cond MS MCC 180L EDGE Row 16	5
ZBF12T	40101704DG00234	Cond MS MCC 250L EDGE BO Row	6
ZBF12T	40101704DG00235	Cond MS MCC 300L Row 24	5
ZBF12T	40101704DG00236	Cond MS Edge 215 Fix 21 Row 96	6
ZBF12T	40101705SD00002	Cplry Cu ID:0.75mm OD:1.6mm	4
ZBF12T	40101705SD00003	Cplry Cu ID:0.75mm OD:1.85mm	47
ZBF12T	40101705SD00009	Cplry Cu ID:0.7mm OD:1.85mm	1
ZBF12T	40101705SD00022	Cplry Cu ID:0.65mm OD:1.8mm	3
ZBF12T	40101705SD00024	Cplry Cu ID:0.65mm OD:1.6mm	1
ZBF12T	40101705SD00037	Cplry Cu ID:0.75mm OD:1.6mm	38
ZBF12T	40101705SD00048	Cplry Cu ID:0.7mm OD:1.85mm	3
ZBF12T	40101705SD00067	Cplry Cu ID:0.65mm OD:1.8mm	0
ZBF12T	40101720PA00045	ArClPA Luvr Hzntl Slcn Bush	2
ZBF12T	40101720PA00046	ArClPA Luvr Conn. Up LH Air	2
ZBF12T	40101720PA00047	ArClPA Luvr Conn. Up RH Air	3
ZBF12T	40101720PA00048	ArClPA Luvr Conn. Lwr LH Air	3
ZBF12T	40101720PA00049	ArClPA Luvr Conn. Lwr RH Air	3
ZBF12T	40101720PA00050	ArClPA Luvr Conn. Mid RH Air	1
ZBF12T	40101720PA00052	ArClPA Ring Tunnel Air Cooler	1
ZBF12T	40101720PA00056	ArClPA Conntr Swing Air Cooler	1
ZBF12T	40101720PA00057	ArClPA Luvr Vertical Air	2
ZBF12T	40101720PA00060	ArClPA Cntl Pnl Mech. Wht Air	1
ZBF12T	40101720PA00072	ArClPA Knob Stone Gray Air	2
ZBF12T	40101720PA00084	ArClPA Gasket Air Cooler	3
ZBF12T	40101720PA00094	ArClPA Pipe Wtr Spinkl RH Air	1
ZBF12T	40101720PA00095	ArClPA Pipe Wtr Spinkl LH Air	2
ZBF12T	40101720PA00096	ArClPA Pipe T Joint Air Cooler	1
ZBF12T	40101720PA00098	ArClPA Clamp Wtr Spinkl Hold	9
ZBF12T	40101720PA00102	ArClPA Knob Humidity Cntl Air	1
ZBF12T	40101720PA00103	ArClPA Wire Routing Clip Air	2
ZBF12T	40101720PA00105	ArClPA Elbow Air Cooler 60/80L	2
ZBF12T	40101720PA00106	ArClPA Pipe Lock Clip Flxi Air	2
ZBF12T	40101720PA00110	ArClPA Clamp Wtr Pipe Flexi	1
ZBF12T	40101720PA00113	ArClPA Tank 60L Stone Gray Air	2
ZBF12T	40101720PA00119	ArClPA Tank 80L Purple Air	1
ZBF12T	40101720PA00121	ArClPA Drn Plug Air Cooler	2
ZBF12T	40101720PA00127	ArClPA Bracket Pwr Crd Windng	1
ZBF12T	40101720PA00131	ArClPA Motor Mount Stand LH	1
ZBF12T	40101720PA00140	ArClPA Support Motor Air	1
ZBF12T	40101720PA00143	ArClPA Tray Water Air Cooler	2
ZBF12T	40101720PA00147	ArClPA Cellulose Hold Strip	2
ZBF12T	40101720PA00148	ArClPA Panel Side Wht Air	3
ZBF12T	40101720PA00150	ArClPA Cellulose Side 50mm Air	4
ZBF12T	40101720PA00152	ArClPA Cellulose Hold Strip	2
ZBF12T	40101720PA00153	ArClPA Wire Live Dsbn Pump Swt	1
ZBF12T	40101720PA00154	ArClPA Wire LiveDsbn Speed Swt	1
ZBF12T	40101720PA00161	ArClPA Pipe 1.5m CBD 80 RBFN4›¼ 	1
ZBF12T	40101720PA00185	ArClPA Motor BLDC Air Cooler	2
ZBF12T	40101720PA00186	ArClPA Motor 3 Speed Air	11
ZBF12T	40101720PA00187	ArClPA Motor 4 Speed Air	2
ZBF12T	40101720PA00193	ArClPA Switch On/Off Air	10
ZBF12T	40101720PA00194	ArClPA Switch Turbo Air Cooler	1
ZBF12T	40101720PA00195	ArClPA Switch Rotary 113 Air	5
ZBF12T	40101720PA00196	ArClPA Switch Function 114 Air	4
ZBF12T	40101720PA00197	ArClPA Swing Motor Air Cooler	5
ZBF12T	40101720PA00199	ArClPA Water Pump Air Cooler	40
ZBF12T	40101720PA00205	ArClPA Wheel Set Black 2+2 Air	1
ZBF12T	40101720PA00206	ArClPA Luvr Bush Air Cooler	12
ZBF12T	40101720PA00207	ArClPA Pipe Wtr Sprinkling	6
ZBF12T	40101720PA00208	ArClPA Valve Float Auto-Fill	8
ZBF12T	40101720PA00209	ArClPA Fan Blade Nut Bolt Air	1
ZBF12T	40101720PA00210	ArClPA Panel Side Air Cooler	2
ZBF12T	40101720PA00211	ArClPA Panel Back Air Cooler	1
ZBF12T	40101720PA00212	ArClPA Frnt Pnl 7 A Air Cooler	6
ZBF12T	40101720PA00213	ArClPA Door Water Fill Air	1
ZBF12T	40101720PA00214	ArClPA Tray Wtr Collect Back	6
ZBF12T	40101720PA00215	ArClPA Tray Wtr Collect Side	12
ZBF12T	40101720PA00216	ArClPA Base Motor LH+RH Air	2
ZBF12T	40101720PA00217	ArClPA Support Motor Air	6
ZBF12T	40101720PA00218	ArClPA Panel Coin Btn & Lock	41
ZBF12T	40101720PA00219	ArClPA Cover Top Air Cooler	4
ZBF12T	40101720PA00221	ArClPA Elbow Air Cooler 60/80L	12
