Old_Item_Code,Old_Item_Desc,New_item_code,New_Item_Desc
AMS97750433,ODU FAN GSC18FQ3AWOC          ,40101701PA03561,ODU FAN GSC18FQ3AWOC
AMS97750435, FAN MOTOR STAND GSC18FQ3AWOC ,40101701PA03562,FAN MOTOR STAND GSC18FQ3AWOC
AMS97750436,LEFT  NET GSC18FQ3AWOC        ,40101701PA05573,LEFT  NET GSC18FQ3AWOC
AMS97750437,LEFT SUPPORT GSC18FQ3AWOC     ,40101701PA03563,LEFT SUPPORT GSC18FQ3AWOC
AMS97750438,PARTITION PLATE GSC18FQ3AWOC  ,40101701PA03564,PARTITION PLATE GSC18FQ3AWOC
AMS97750446,VALVE PLATE GSC18FQ3AWOC      ,40101701PA03565,VALVE PLATE GSC18FQ3AWOC
AMS97750452,BASE TRAY GSC18FQ3AWOC        ,40101701PA03566,BASE TRAY GSC18FQ3AWOC
AMS97750456,VRTCL LUVR CON ROD GSC18FQ3AWO,40101701PA02392,VRTCL LUVR CON ROD GSC18FQ3AWO
AMS97750457,PIPE CLAMP GSC18FQ3AWOC       ,40101701PA03567,PIPE CLAMP GSC18FQ3AWOC
AMS97750459,GUIDE BEARING GSC18FQ3AWOC    ,40101701PA03568,GUIDE BEARING GSC18FQ3AWOC
AMS97750461,LEFT  NET GSC12FQ5AWOC        ,40101701PA05574,LEFT  NET GSC12FQ5AWOC
AMS97750462,LEFT SUPPORT GSC12FQ5AWOC     ,40101701PA03569,LEFT SUPPORT GSC12FQ5AWOC
AMS97750464,PARTITION PLATE GSC12FQ5AWOC  ,40101701PA03570,PARTITION PLATE GSC12FQ5AWOC
AMS97750469,EVAP LH PLASTICPL GSC12FQ5AWOC,40101701PA04424,EVAP LH PLASTICPL GSC12FQ5AWOC
AMS97750474,AIR FILTER GSC12FN3WOU        ,40101701PA03571,AIR FILTER GSC12FN3WOU
AMS97750475,FRONT PANEL SUPP GSC12FN3WOU  ,40101701PA03572,FRONT PANEL SUPP GSC12FN3WOU
AMS97750479,Air Outlet Assy GSC12FN3WOU   ,40101701PA03573,Air Outlet Assy GSC12FN3WOU
AMS97750481,EVAP LH SIDE SUPP GSC12FN3WOU ,40101701PA04425,EVAP LH SIDE SUPP GSC12FN3WOU
AMS97750482,BLOWER MOTOR COVER GSC12FN3WOU,40101701PA03574,BLOWER MOTOR COVER GSC12FN3WOU
AMS97750483,RUBBER  BEARING GSC12FN3WOU   ,40101701PA03575,RUBBER  BEARING GSC12FN3WOU
AMS97750487,MOUNTING PLATE GSC12FN3WOU    ,40101701PA03576,MOUNTING PLATE GSC12FN3WOU
AMS97750490,ELECTRIC CNTRL BX GSC12FN3WOU ,40101701PA04426,ELECTRIC CNTRL BX GSC12FN3WOU
AMS97750492,IDU TERMINAL BLOCK GSC12FN3WOU,40101701PA03577,IDU TERMINAL BLOCK GSC12FN3WOU
AMS97750498,Louver Vertical GSC12FN3WOU   ,40101701PA02389,Louver Vertical GSC12FN3WOU
AMS97750504,SENSOR HOLDER GSC12FN3WOU     ,40101701PA03578,SENSOR HOLDER GSC12FN3WOU
AMS97750505,EVAP TUBING CLAMP GSC12FN3WOU ,40101701PA03579,EVAP TUBING CLAMP GSC12FN3WOU
AMS97750506,WATER FLOW PIPE GSC12FN3WOU   ,40101701PA04427,WATER FLOW PIPE GSC12FN3WOU
AMS97750510,OUTDOOR FAN GSC12FN3WOU       ,40101701PA02324,OUTDOOR FAN GSC12FN3WOU
AMS97750512,ODU FAN MTR STAND GSC12FN3WOU ,40101701PA03580,ODU FAN MTR STAND GSC12FN3WOU
AMS97750515,PARTITION PLATE GSC12FN3WOU   ,40101701PA03581,PARTITION PLATE GSC12FN3WOU
AMS97750517,COMPCAPACITOR CLAMPGSC12FN3WOU,40101701PA03582,COMPCAPACITOR CLAMPGSC12FN3WOU
AMS97750519,ELECTRIC PLATE GSC12FN3WOU    ,40101701PA03583,ELECTRIC PLATE GSC12FN3WOU
AMS97750520,ODU TERMINAL BLOCK GSC12FN3WOU,40101701PA03584,ODU TERMINAL BLOCK GSC12FN3WOU
AMS97750521,BASE PLATE GSC12FN3WOU        ,40101701PA03585,BASE PLATE GSC12FN3WOU
AMS97750522,HANDLE GSC12FN3WOU            ,40101701PA04428,HANDLE GSC12FN3WOU
AMS97750524,RIGHT SIDE BOARD GSC12FN3WOU  ,40101701PA03586,RIGHT SIDE BOARD GSC12FN3WOU
AMS97750527,VALVE PLATE GSC12FN3WOU       ,40101701PA03587,VALVE PLATE GSC12FN3WOU
AMS97750530,LEFT SUPPORTER GSC12FN3WOU    ,40101701PA03588,LEFT SUPPORTER GSC12FN3WOU
AMS97750535,Air Outlet Assy GSC12FW3WOU   ,40101701PA03589,Air Outlet Assy GSC12FW3WOU
AMS97750538,Evaporator Support GSC12FW3WOU,40101701PA03590,Evaporator Support GSC12FW3WOU
AMS97750541,Wall Mounting  GSC12FW3WOU    ,40101701PA03591,Wall Mounting  GSC12FW3WOU
AMS97750542,EVAP TUBING CLAMPGSC12FW3WOU  ,40101701PA03592,EVAP TUBING CLAMPGSC12FW3WOU
AMS97750544,ELECTRONIC CNTRL BXGSC12FW3WOU,40101701PA04429,ELECTRONIC CNTRL BXGSC12FW3WOU
AMS97750546,IDU TERMINAL BLOCKGSC12FW3WOU ,40101701PA03593,IDU TERMINAL BLOCKGSC12FW3WOU
AMS97750549,FRONT PANEL SUPPORTGSC12FW3WOU,40101701PA03594,FRONT PANEL SUPPORTGSC12FW3WOU
AMS97750550,ELEC CNTRL BX CVRGSC12FW3WOU  ,40101701PA04430,ELEC CNTRL BX CVRGSC12FW3WOU
AMS97750551,AIR FILTERGSC12FW3WOU         ,40101701PA03595,AIR FILTERGSC12FW3WOU
AMS97750555,DRAIN PIPEGSC12FW3WOU         ,40101701PA03596,DRAIN PIPEGSC12FW3WOU
AMS97750558,CNTRL BX WIRING CVRGSC12FW3WOU,40101701PA05575,CNTRL BX WIRING CVRGSC12FW3WOU
AMS97750563,SENSOR HOLDERGSC12FW3WOU      ,40101701PA03597,SENSOR HOLDERGSC12FW3WOU
AMS97750564,BLOWER MOTOR COVERGSC12FW3WOU ,40101701PA02359,BLOWER MOTOR COVERGSC12FW3WOU
AMS97750565,SCREW CAPGSC12FW3WOU          ,40101701PA05586,SCREW CAPGSC12FW3WOU
AMS97750566,WATER FLOW PIPEGSC12FW3WOU    ,40101701PA05588,WATER FLOW PIPEGSC12FW3WOU
AMS97750567,RUBBER BEARINGGSC12FW3WOU     ,40101701PA03598,RUBBER BEARINGGSC12FW3WOU
AMS97750569,Louver Vertical GSC12FW3WOU   ,40101701PA03599,Louver Vertical GSC12FW3WOU
AMS97750572,OUTDOOR FANGSC12FW3WOU        ,40101701PA03600,OUTDOOR FANGSC12FW3WOU
AMS97750574,ODU FAN MOTOR STANDGSC12FW3WOU,40101701PA02330,ODU FAN MOTOR STANDGSC12FW3WOU
AMS97750577,PARTITION PLATEGSC12FW3WOU    ,40101701PA03601,PARTITION PLATEGSC12FW3WOU
AMS97750579,COMPCAPACITOR CLAMPGSC12FW3WOU,40101701PA03602,COMPCAPACITOR CLAMPGSC12FW3WOU
AMS97750581,ELECTRIC PLATEGSC12FW3WOU     ,40101701PA03603,ELECTRIC PLATEGSC12FW3WOU
AMS97750582,ODU TERMINAL BLOCKGSC12FW3WOU ,40101701PA03604,ODU TERMINAL BLOCKGSC12FW3WOU
AMS97750583,BASE PLATEGSC12FW3WOU         ,40101701PA03605,BASE PLATEGSC12FW3WOU
AMS97750584,HANDLEGSC12FW3WOU             ,40101701PA04431,HANDLEGSC12FW3WOU
AMS97750586,RIGHT SIDE BOARDGSC12FW3WOU   ,40101701PA03606,RIGHT SIDE BOARDGSC12FW3WOU
AMS97750589,VALVE PLATEGSC12FW3WOU        ,40101701PA03607,VALVE PLATEGSC12FW3WOU
AMS97750592,LEFT SIDE SUPPORTERGSC12FW3WOU,40101701PA03608,LEFT SIDE SUPPORTERGSC12FW3WOU
AMS97750596,HANDLE GSC18FN3WOU            ,40101701PA05587,HANDLE GSC18FN3WOU
AMS97750597,RIGHT SIDE BOARD GSC18FN3WOU  ,40101701PA03609,RIGHT SIDE BOARD GSC18FN3WOU
AMS97750605,OUTDOOR FAN GSC18FN3WOU       ,40101701PA03610,OUTDOOR FAN GSC18FN3WOU
AMS97750607,ODU FN MOTOR STAND GSC18FN3WOU,40101701PA04432,ODU FN MOTOR STAND GSC18FN3WOU
AMS97750613,COMPCAPACITOR CLAMPGSC18FN3WOU,40101701PA03611,COMPCAPACITOR CLAMPGSC18FN3WOU
AMS97750617,ODU TERMINAL BLOCK GSC18FN3WOU,40101701PA03612,ODU TERMINAL BLOCK GSC18FN3WOU
AMS97750618,SMALL HANDLE GSC18FN3WOU      ,40101701PA05589,SMALL HANDLE GSC18FN3WOU
AMS97750620,LEFT SIDE SUPPORT  GSC18FN3WOU,40101701PA03613,LEFT SIDE SUPPORT  GSC18FN3WOU
AMS97750624,RUBBER  BEARING GSC18FN3WOU   ,40101701PA03614,RUBBER  BEARING GSC18FN3WOU
AMS97750626,EVAP LH SIDE SUPP GSC18FN3WOU ,40101701PA04433,EVAP LH SIDE SUPP GSC18FN3WOU
AMS97750627,VERL LUVR FIXINGPL GSC18FN3WOU,40101701PA04434,VERL LUVR FIXINGPL GSC18FN3WOU
AMS97750629,VERTICAL LUVR LINK GSC18FN3WOU,40101701PA03615,VERTICAL LUVR LINK GSC18FN3WOU
AMS97750630,Air Outlet Assy GSC18FN3WOU   ,40101701PA03616,Air Outlet Assy GSC18FN3WOU
AMS97750634,AIR FILTER GSC18FN3WOU        ,40101701PA03617,AIR FILTER GSC18FN3WOU
AMS97750639,IDU TERMINAL BLOCK GSC18FN3WOU,40101701PA03618,IDU TERMINAL BLOCK GSC18FN3WOU
AMS97750643,ELECTRIC CNTRL BX GSC18FN3WOU ,40101701PA04435,ELECTRIC CNTRL BX GSC18FN3WOU
AMS97750645,EVAPO TUBING CLAMP GSC18FN3WOU,40101701PA03619,EVAPO TUBING CLAMP GSC18FN3WOU
AMS97750646,WATER FLOW PIPE GSC18FN3WOU   ,40101701PA04436,WATER FLOW PIPE GSC18FN3WOU
AMS97750655,SENSOR HOLDER GSC18FN3WOU     ,40101701PA03620,SENSOR HOLDER GSC18FN3WOU
AMS97750658,HANDLE GSC18FW3WOU            ,40101701PA04437,HANDLE GSC18FW3WOU
AMS97750659,RIGHT SIDE BOARD GSC18FW3WOU  ,40101701PA03621,RIGHT SIDE BOARD GSC18FW3WOU
AMS97750667,OUTDOOR FAN GSC18FW3WOU       ,40101701PA03622,OUTDOOR FAN GSC18FW3WOU
AMS97750669,ODU FN MOTOR STAND GSC18FW3WOU,40101701PA04438,ODU FN MOTOR STAND GSC18FW3WOU
AMS97750673,CAPACITOR CLAMP GSC18FW3WOU   ,40101701PA03623,CAPACITOR CLAMP GSC18FW3WOU
AMS97750677,ODU TERMINAL BLOCK GSC18FW3WOU,40101701PA03624,ODU TERMINAL BLOCK GSC18FW3WOU
AMS97750679,LEFT SIDE SUPPORT GSC18FW3WOU ,40101701PA03625,LEFT SIDE SUPPORT GSC18FW3WOU
AMS97750682,SMALL HANDLE GSC18FW3WOU      ,40101701PA05590,SMALL HANDLE GSC18FW3WOU
AMS97750683,AIR FILTER GSC18FW3WOU        ,40101701PA02367,AIR FILTER GSC18FW3WOU
AMS97750686,VERTICAL LUVR PL GSC18FW3WOU  ,40101701PA02357,VERTICAL LUVR PL GSC18FW3WOU
AMS97750687,Air Outlet Assy GSC18FW3WOU   ,40101701PA03626,Air Outlet Assy GSC18FW3WOU
AMS97750688,Evaporator Support GSC18FW3WOU,40101701PA03627,Evaporator Support GSC18FW3WOU
AMS97750693,EVAP TUBING CLAMP GSC18FW3WOU ,40101701PA03628,EVAP TUBING CLAMP GSC18FW3WOU
AMS97750694,ELECTRIC CNTRL BOX GSC18FW3WOU,40101701PA04439,ELECTRIC CNTRL BOX GSC18FW3WOU
AMS97750695,IDU TERMINAL BLOCK GSC18FW3WOU,40101701PA03629,IDU TERMINAL BLOCK GSC18FW3WOU
AMS97750708,Louver Vertical C GSC18FW3WOU ,40101701PA03630,Louver Vertical C GSC18FW3WOU
AMS97750709,DRAIN PIPE GSC18FW3WOU        ,40101701PA03857,DRAIN PIPE GSC18NPZ3RWOU
AMS97750714,SENSOR HOLDER GSC18FW3WOU     ,40101701PA03631,SENSOR HOLDER GSC18FW3WOU
AMS97750715,RUBBERSHAFTBEARING GSC18FW3WOU,40101701PA03632,RUBBERSHAFTBEARING GSC18FW3WOU
AMS97750716,Louver Vertical A GSC18FW3WOU ,40101701PA03633,Louver Vertical A GSC18FW3WOU
AMS97750717,Louver Vertical B GSC18FW3WOU ,40101701PA03634,Louver Vertical B GSC18FW3WOU
AMS97750718,Louver Link GSC18FW3WOU       ,40101701PA03635,Louver Link GSC18FW3WOU
AMS97750719,WATER FLOW PIPE GSC18FW3WOU   ,40101701PA05591,WATER FLOW PIPE GSC18FW3WOU
AMS97750742,AIR FILTER GSC12FGW5WOG       ,40101701PA03636,AIR FILTER GSC12FGW5WOG
AMS97750744,FRONT PANEL SUPP GSC12FGW5WOG ,40101701PA03637,FRONT PANEL SUPP GSC12FGW5WOG
AMS97750745,EVAP TUBING CLAMP GSC12FGW5WOG,40101701PA03638,EVAP TUBING CLAMP GSC12FGW5WOG
AMS97750749,Air Outlet Assy GSC12FGW5WOG  ,40101701PA03639,Air Outlet Assy GSC12FGW5WOG
AMS97750755,Wall Mounting  GSC12FGW5WOG   ,40101701PA03640,Wall Mounting  GSC12FGW5WOG
AMS97750756,Evaporator Support GSC12FGW5WO,40101701PA03641,Evaporator Support GSC12FGW5WO
AMS97750757,RUBBER  BEARING GSC12FGW5WOG  ,40101701PA03642,RUBBER  BEARING GSC12FGW5WOG
AMS97750760,IDU TERMINALBLOCK GSC12FGW5WOG,40101701PA03643,IDU TERMINALBLOCK GSC12FGW5WOG
AMS97750761,ELECTRIC CNTRL BX GSC12FGW5WOG,40101701PA04440,ELECTRIC CNTRL BX GSC12FGW5WOG
AMS97750764,Louver Vertical GSC12FGW5WOG  ,40101701PA03644,Louver Vertical GSC12FGW5WOG
AMS97750766,WATER FLOW PIPE GSC12FGW5WOG  ,40101701PA04441,WATER FLOW PIPE GSC12FGW5WOG
AMS97750767,SENSOR HOLDER GSC12FGW5WOG    ,40101701PA03645,SENSOR HOLDER GSC12FGW5WOG
AMS97750773,DRAIN PIPE GSC12FGW5WOG       ,40101701PA03646,DRAIN PIPE GSC12FGW5WOG
AMS97750777,AIR FILTERGSC12FGAWOG         ,40101701PA03647,AIR FILTERGSC12FGAWOG
AMS97750779,FRONT PANEL SUPPORTGSC12FGAWOG,40101701PA03648,FRONT PANEL SUPPORTGSC12FGAWOG
AMS97750780,EVAP TUBING CLAMPGSC12FGAWOG  ,40101701PA03649,EVAP TUBING CLAMPGSC12FGAWOG
AMS97750784,Air Outlet Assy GSC12FGAWOG   ,40101701PA03650,Air Outlet Assy GSC12FGAWOG
AMS97750790,Wall Mounting  GSC12FGAWOG    ,40101701PA03651,Wall Mounting  GSC12FGAWOG
AMS97750791,Evaporator Support GSC12FGAWOG,40101701PA03652,Evaporator Support GSC12FGAWOG
AMS97750792,RUBBER BEARINGGSC12FGAWOG     ,40101701PA03653,RUBBER BEARINGGSC12FGAWOG
AMS97750795,IDU TERMINAL BLOCKGSC12FGAWOG ,40101701PA03654,IDU TERMINAL BLOCKGSC12FGAWOG
AMS97750796,ELECTRIC CONTROL BXGSC12FGAWOG,40101701PA04442,ELECTRIC CONTROL BXGSC12FGAWOG
AMS97750799,Louver Vertical GSC12FGAWOG   ,40101701PA03655,Louver Vertical GSC12FGAWOG
AMS97750801,WATER FLOW PIPEGSC12FGAWOG    ,40101701PA04443,WATER FLOW PIPEGSC12FGAWOG
AMS97750802,SENSOR HOLDERGSC12FGAWOG      ,40101701PA03656,SENSOR HOLDERGSC12FGAWOG
AMS97750808,DRAIN PIPEGSC12FGAWOG         ,40101701PA03657,DRAIN PIPEGSC12FGAWOG
AMS97750810,Wall Mounting  GSC18FGWWOG    ,40101701PA02353,Wall Mounting  GSC18FGWWOG
AMS97750813,RUBBER BEARING GSC18FGWWOG    ,40101701PA03658,RUBBER BEARING GSC18FGWWOG
AMS97750815,Evaporator Support GSC18FGWWOG,40101701PA03659,Evaporator Support GSC18FGWWOG
AMS97750817,VRTICL LUVRFIX PL GSC18FGWWOG ,40101701PA04444,VRTICL LUVRFIX PL GSC18FGWWOG
AMS97750819,VERTICALLOUVERLINK GSC18FGWWOG,40101701PA02390,VERTICALLOUVERLINK GSC18FGWWOG
AMS97750820,Air Outlet Assy GSC18FGWWOG   ,40101701PA03660,Air Outlet Assy GSC18FGWWOG
AMS97750824,AIR FILTER GSC18FGWWOG        ,40101701PA02347,AIR FILTER GSC18FGWWOG
AMS97750828,IDU TERMINAL BLOCK GSC18FGWWOG,40101701PA03661,IDU TERMINAL BLOCK GSC18FGWWOG
AMS97750832,ELECTRIC CNTRL BX GSC18FGWWOG ,40101701PA04445,ELECTRIC CNTRL BX GSC18FGWWOG
AMS97750835,WATER FLOW PIPE GSC18FGWWOG   ,40101701PA04446,WATER FLOW PIPE GSC18FGWWOG
AMS97750836,EVAP TUBING CLAMP GSC18FGWWOG ,40101701PA03662,EVAP TUBING CLAMP GSC18FGWWOG
AMS97750837,SENSOR HOLDER GSC18FGWWOG     ,40101701PA03663,SENSOR HOLDER GSC18FGWWOG
AMS97750845,MOUNTING PLATE GSC18FGAWOG    ,40101701PA02276,Wall Mounting  GSC18FW3WOU
AMS97750848,RUBBER BEARING GSC18FGAWOG    ,40101701PA03664,RUBBER BEARING GSC18FGAWOG
AMS97750850,Evaporator Support GSC18FGAWOG,40101701PA03665,Evaporator Support GSC18FGAWOG
AMS97750852,VRTICL LUVR FIX PL GSC18FGAWOG,40101701PA04447,VRTICL LUVR FIX PL GSC18FGAWOG
AMS97750854,VERTICALLOUVERLINK GSC18FGAWOG,40101701PA02388,VERTICALLOUVERLINK GSC18FGAWOG
AMS97750855,Air Outlet Assy GSC18FGAWOG   ,40101701PA03666,Air Outlet Assy GSC18FGAWOG
AMS97750859,AIR FILTER GSC18FGAWOG        ,40101701PA02367,AIR FILTER GSC18FW3WOU
AMS97750863,IDU TERMINAL BLOCK GSC18FGAWOG,40101701PA03667,IDU TERMINAL BLOCK GSC18FGAWOG
AMS97750867,ELECTRIC CNTRL BX GSC18FGAWOG ,40101701PA04448,ELECTRIC CNTRL BX GSC18FGAWOG
AMS97750870,WATER FLOW PIPE GSC18FGAWOG   ,40101701PA04449,WATER FLOW PIPE GSC18FGAWOG
AMS97750871,EVAP TUBING CLAMP GSC18FGAWOG ,40101701PA03668,EVAP TUBING CLAMP GSC18FGAWOG
AMS97750872,SENSOR HOLDER GSC18FGAWOG     ,40101701PA03669,SENSOR HOLDER GSC18FGAWOG
AMS97750914,AIR FILTER GSC18MINVWOM       ,40101701PA03670,AIR FILTER GSC18MINVWOM
AMS97750919,SCREW CAP GSC18MINVWOM        ,40101701PA04450,SCREW CAP GSC18MINVWOM
AMS97750920,Drain Pipe GSC18MINVWOM       ,40101701PA03671,Drain Pipe GSC18MINVWOM
AMS97750921,PIPE NUT GSC18MINVWOM         ,40101701PA04451,PIPE NUT GSC18MINVWOM
AMS97750922,PIPE NUT GSC18MINVWOM         ,40101701PA04452,PIPE NUT GSC18MINVWOM
AMS97750923,CLAMP TEMP SNSR GSC18MINVWOM  ,40101701PA03672,CLAMP TEMP SNSR GSC18MINVWOM
AMS97750927,BEARING HOLDER GSC18MINVWOM   ,40101701PA03673,BEARING HOLDER GSC18MINVWOM
AMS97750928,BEARING BASE GSC18MINVWOM     ,40101701PA03674,BEARING BASE GSC18MINVWOM
AMS97750931,REAR PANEL IDU GSC18MINVWOM   ,40101701PA03675,REAR PANEL IDU GSC18MINVWOM
AMS97750933,PIPE CLAMP BOARD GSC18MINVWOM ,40101701PA03676,PIPE CLAMP BOARD GSC18MINVWOM
AMS97750934,INSTALLATION PLATEGSC18MINVWOM,40101701PA02356,INSTALLATION PLATEGSC18MINVWOM
AMS97750936,ELEC CNTRL BX I GSC18MINVWOM  ,40101701PA04453,ELEC CNTRL BX I GSC18MINVWOM
AMS97750937,ELEC CNTRL BX II GSC18MINVWOM ,40101701PA04454,ELEC CNTRL BX II GSC18MINVWOM
AMS97750941,WIRE JOINT GSC18MINVWOM       ,40101701PA03677,WIRE JOINT GSC18MINVWOM
AMS97750945,SEAL RING GSC18MINVWOM        ,40101701PA04455,SEAL RING GSC18MINVWOM
AMS97750946,DRAIN JOINT GSC18MINVWOM      ,40101701PA03678,DRAIN JOINT GSC18MINVWOM
AMS97750947,Air Filter GSC18MINVWOM       ,40101701PA03679,Air Filter GSC18MINVWOM
AMS97750949,REAR NET GSC18MINVWOM         ,40101701PA04456,REAR NET GSC18MINVWOM
AMS97750952,RIGHT SIDE PLATE GSC18MINVWOM ,40101701PA03680,RIGHT SIDE PLATE GSC18MINVWOM
AMS97750953,INSTALLBARDE-PART GSC18MINVWOM,40101701PA04457,INSTALLBARDE-PART GSC18MINVWOM
AMS97750954,WIRE HOLDER GSC18MINVWOM      ,40101701PA03681,WIRE HOLDER GSC18MINVWOM
AMS97750956,PLATE FOR VALVES GSC18MINVWOM ,40101701PA03682,PLATE FOR VALVES GSC18MINVWOM
AMS97750957,BASE PLATE ODU GSC18MINVWOM   ,40101701PA03683,BASE PLATE ODU GSC18MINVWOM
AMS97750959,ODU Fan GSC18MINVWOM          ,40101701PA03684,ODU Fan GSC18MINVWOM
AMS97750961,FNMTR HLDR SUBASLYGSC18MINVWOM,40101701PA04458,FNMTR HLDR SUBASLYGSC18MINVWOM
AMS97750962,LH SUPPORT STRIP GSC18MINVWOM ,40101701PA03685,LH SUPPORT STRIP GSC18MINVWOM
AMS97750963,TOP COVER ASSLY GSC18MINVWOM  ,40101701PA03686,TOP COVER ASSLY GSC18MINVWOM
AMS97750964,SEPARATION PLATE GSC18MINVWOM ,40101701PA03687,SEPARATION PLATE GSC18MINVWOM
AMS97750974,ELEC BX SUBASLY GSC18MINVWOM  ,32101502SD00618,PCB ODU GSC18MINVWOM
AMS97750978,CAPACITOR CLAMP GSC18MINVWOM  ,40101701PA03688,CAPACITOR CLAMP GSC18MINVWOM
AMS97750983,CVR ELEC EQUIP GSC12MINVWOM   ,40101701PA04459,CVR ELEC EQUIP GSC12MINVWOM
AMS97750985,SCREW CAP GSC12MINVWOM        ,40101701PA04460,SCREW CAP GSC12MINVWOM
AMS97750986,Drain Pipe GSC12MINVWOM       ,40101701PA03689,Drain Pipe GSC12MINVWOM
AMS97750987,PIPE NUT GSC12MINVWOM         ,40101701PA04461,PIPE NUT GSC12MINVWOM
AMS97750988,PIPE NUT GSC12MINVWOM         ,40101701PA04462,PIPE NUT GSC12MINVWOM
AMS97750989,CLAMP TEMP SENSOR GSC12MINVWOM,40101701PA03690,CLAMP TEMP SENSOR GSC12MINVWOM
AMS97750993,BEARING HOLDER GSC12MINVWOM   ,40101701PA03691,BEARING HOLDER GSC12MINVWOM
AMS97750994,BEARING BASE GSC12MINVWOM     ,40101701PA03692,BEARING BASE GSC12MINVWOM
AMS97750997,CHASSIS ASSEMBLY GSC12MINVWOM ,40101701PA03693,CHASSIS ASSEMBLY GSC12MINVWOM
AMS97750999,PIPE CLAMP BOARD GSC12MINVWOM ,40101701PA03694,PIPE CLAMP BOARD GSC12MINVWOM
AMS97751000,INSTALLATION PLATEGSC12MINVWOM,40101701PA03695,INSTALLATION PLATEGSC12MINVWOM
AMS97751002,ELEC CONTROL BX I GSC12MINVWOM,40101701PA04463,ELEC CONTROL BX I GSC12MINVWOM
AMS97751003,ELEC CNTRL BOX II GSC12MINVWOM,40101701PA04464,ELEC CNTRL BOX II GSC12MINVWOM
AMS97751007,WIRE JOINT GSC12MINVWOM       ,40101701PA03696,WIRE JOINT GSC12MINVWOM
AMS97751011,SEAL RING GSC12MINVWOM        ,40101701PA04465,SEAL RING GSC12MINVWOM
AMS97751012,DRAIN JOINT GSC12MINVWOM      ,40101701PA03697,DRAIN JOINT GSC12MINVWOM
AMS97751013,Air Filter GSC12MINVWOM       ,40101701PA03698,Air Filter GSC12MINVWOM
AMS97751014,Air Filter L GSC12MINVWOM     ,40101701PA03699,Air Filter L GSC12MINVWOM
AMS97751015,Air Filter R GSC12MINVWOM     ,40101701PA03700,Air Filter R GSC12MINVWOM
AMS97751017,REAR NETGSC12MINVWOM          ,40101701PA04466,REAR NETGSC12MINVWOM
AMS97751019,INPUT PIPE ASSLYGSC12MINVWOM  ,40101701PA04467,INPUT PIPE ASSLYGSC12MINVWOM
AMS97751021,OUTPUT PIPEGSC12MINVWOM       ,40101701PA04468,OUTPUT PIPEGSC12MINVWOM
AMS97751022,VALVE PLATEGSC12MINVWOM       ,40101701PA03701,VALVE PLATEGSC12MINVWOM
AMS97751023,CHASSIS ASSEMBLYGSC12MINVWOM  ,40101701PA03702,CHASSIS ASSEMBLYGSC12MINVWOM
AMS97751024,RH CLAPBOARD ASSLYGSC12MINVWOM,40101701PA03703,RH CLAPBOARD ASSLYGSC12MINVWOM
AMS97751025,BIG HANDLEGSC12MINVWOM        ,40101701PA04469,BIG HANDLEGSC12MINVWOM
AMS97751026,WATER COLLECTORGSC12MINVWOM   ,40101701PA04470,WATER COLLECTORGSC12MINVWOM
AMS97751032,SUPP ASLY FAN MTRGSC12MINVWOM ,40101701PA03704,SUPP ASLY FAN MTRGSC12MINVWOM
AMS97751033,PARTITIN BARD ASLYGSC12MINVWOM,40101701PA03705,PARTITIN BARD ASLYGSC12MINVWOM
AMS97751034,LEFT SUPPORTERGSC12MINVWOM    ,40101701PA03706,LEFT SUPPORTERGSC12MINVWOM
AMS97751035,SUPP FN MTR HLDRGSC12MINVWOM  ,40101701PA04471,SUPP FN MTR HLDRGSC12MINVWOM
AMS97751038,CVR ELEC CNTRL BXGSC12MINVWOM ,40101701PA04472,CVR ELEC CNTRL BXGSC12MINVWOM
AMS97751040,ELECINSTAL BX GSC12MINVWOM    ,40101701PA04473,ELECINSTAL BX GSC12MINVWOM
AMS97751041,TERMINAL BARD ASLYGSC12MINVWOM,40101701PA03707,TERMINAL BARD ASLYGSC12MINVWOM
AMS97751042,WIRE JOINTGSC12MINVWOM        ,40101701PA03708,WIRE JOINTGSC12MINVWOM
AMS97751043,TERMINAL BOARD GSC12MINVWOM   ,40101701PA03709,TERMINAL BOARD GSC12MINVWOM
AMS97751052,CAPACITOR CLIPGSC12MINVWOM    ,40101701PA03710,CAPACITOR CLIPGSC12MINVWOM
AMS97751054,ELECTRIC BOX (NEW PCB)GSC18FP2,40101701PA03711,ELECTRIC BOX (NEW PCB)GSC18FP2
AMS97751061,MIDDLE FRAME GSC12FX3         ,40101701PA03712,MIDDLE FRAME GSC12FX3
AMS97751062,OUTLET PART GSC12FX3          ,40101701PA03713,OUTLET PART GSC12FX3
AMS97751067,OUTLET PART GSC18FX3          ,40101701PA02335,OUTLET PART GSC18FX3
AMS97751077,GNB 3BLADE FAN DIA-17.5GSC12FG,40101701PA02301,GNB 3BLADE FAN DIA-17.5GSC12FG
AMS97751078,FAN GUARD LDP COATEDGSC12FG   ,40101701PA03714,FAN GUARD LDP COATEDGSC12FG
AMS97751082,WIRE CLAMP PVC CTLGSC12FG     ,40101701PA03715,WIRE CLAMP PVC CTLGSC12FG
AMS97751083,PLASTIC HANDLE                ,40101701PA03716,PLASTIC HANDLE
AMS97751084,FAN GRILL LOCK                ,40101701PA03717,FAN GRILL LOCK
AMS97751092,TERMINAL BLOCK 3PIN GSC12FG   ,40101701PA03718,TERMINAL BLOCK 3 PIN
