Old_Item_Code,Old_Item_Desc,New_item_code,New_Item_Desc
141115070000001,"FOOLSCAPE Paper, 75 GSM       ",14111507SD00001,XEROX PAPERS F/S SIZE  (PKT)
141115070000002,COPIER PAPER A/3 SIZE (PKT.)  ,14111507SD00002,XEROX PAPERS A/3 SIZE  (PKT)
141115070000003,"A-4 Paper, 75 GSM             ",14111507SD00003,XEROX PAPERS A4 SIZE  (PKT)
141115140000002,EXERCISE BOOK 200 PAGES       ,14111514SD00002,Notebook 200pages 165mmX255mm
141115140000004,SHORT HAND NOTE BOOK          ,14111514SD00004,SHORT HAND NOTE B0OOKS
141115140000006,ROUGH PAD (BIG) 5 - KG        ,14111514SD00006,ROUGH PAD BIG
141216000000006,TOILET PAPER ROLLS            ,14121600SD00006,TOILET PAPER ROLL
141218100000001,CARBON PAPER TYP. F/S         ,14121810SD00001,CARBON PAPER PENCIL F/S
3050500,MIXED RECOVERY POWDER         ,24121502SD00670,MIX REUSABLE (RECOVERY POWDER)
312015170000011,CELLO TAPE BIG 3/4 INCH       ,31201517SD00011,Plastic or BOPP tape
312015170000012,CELLO TAPE SMALL 1/2 INCH     ,31201517SD00012,"CELLO TAPE 4"""
312016010000002,GUM BOTTLE (SMALL) 150ML      ,31201601SD00002,GUM BOTTLES SMALL
312016010000015,GLUE STICK                    ,31201601SD00015,Glue Stick
40890030,FIGURED GLASS 4MM 100L        ,30171706DG00016,REF GLASS 100LTR 4MM THK
411142010000001,FOOT RULES                    ,41114201SD00001,FOOT RULES
432020030000002,DVD                           ,43202003SD00001,DVD
441115180000002,VISITING CARDS ALBUM          ,44111518SD00002,VISITING CARDS ALBUM- 200 CAP
441216150000006,STAPLER MACHINE  NO. 24 / 6   ,44121615SD00006,KANGARO HS 45 P STAPLER
441216150000014,STAPLER MACHINE NO. 10        ,44121615SD00014,Stapler Machine No.10
441216190000001,PENCIL SHARPNER               ,44121619SD00001,PENCIL SHARPNER
441216280000001,PIN CUSHION                   ,44121628SD00001,PIN CUSHIONS
441217040000014,BALL PENS BLACK               ,44121704SD00014,Ball Pens Black
441217040000015,BALL PENS RED                 ,44121704SD00015,EASY FINE TIP BALL PEN RED
441217080000001,PERMANENT MARKER PEN RED      ,44121708SD00001,MARKER PEN RED
441217080000002,PERMANENT MARKER PEN BLACK    ,44121708SD00002,MARKER PEN BLACK
441217080000003,PERMANENT MARKER PEN BLUE     ,44121708SD00003,PERMANENT MARKER PEN BLUE
441217080000004,PERMANENT MARKER PEN GREEN    ,44121708SD00004,PERMANENT MARKER PEN GREEN
441217080000005,WHITE BOARD MARKER RED        ,44121708SD00005,WHITE BOARD MARKER RED
441217080000006,WHITE BOARD MARKER GREEN      ,44121708SD00006,WHITE BOARD MARKER GREEN
441217080000007,WHITE BOARD MARKER BLACK      ,44121708SD00007,WHITE BOARD MARKER BLACK
441217080000008,WHITE BOARD MARKER BLUE       ,44121708SD00008,WHITE BOARD MARKER BLUE
441217080000023,OHP TRANSPARENCY PEN SET      ,44121708SD00023,CAMLIN CD DVD MARKER PEN BLACK
441217110000004,SKETCH PEN SET                ,44121711SD00004,SKETCH PEN SET OF 12 NOS.
441217160000001,HIGH LIGHTER PEN - PINK       ,44121716SD00001,HIGHLIGHTER (PINK)
441217160000002,HIGH LIGHTER PEN ¢£•V YELLOW  ,44121716SD00002,HIGHLIGHTER (YELLOW)
441218040000005,ERASER INK / PENCIL           ,44121804SD00005,ERASER INK / PENCIL
441218040000006,ERASER PENCIL                 ,44121804SD00006,Eraser Pencil
441218050000004,CORRECTION PEN                ,44121805SD00004,CAMLIN METE TIP CORECTION PEN
441219050000007,STAMP PAD PURPLE (BIG)        ,44121905SD00007,STAMP PAD PURPLE BIG
441220100000001,FILE FLAPS                    ,44122010SD00001,FILE FLAPS
441221010000001,RUBBER BAND PKTS              ,44122101SD00001,RUBBER BAND PACKETS
441221050000002,BINDER CLIPS SIZE 19MM PER BOX,44122105SD00002,BINDER CLIP 19MM
441221050000003,BINDER CLIPS SIZE 25MM PER BOX,44122105SD00003,BINDER CLIP 25MM
441221050000004,BINDER CLIPS SIZE 32MM PER BOX,44122105SD00004,BINDER CLIP 32MM
441221050000005,BINDER CLIPS SIZE 41MM PER BOX,44122105SD00005,BINDER CLIP 41MM
44135498,AIR DRYG BLACK PNT 20LSUPERLAC,31211504SD00021,AIR DRYG BLACK PNT 20LSUPERLAC
44152105,THINNER-DIPPING               ,31211803SD00019,THINNER-DIPPING
451018030000001,PUNCHING MACHINE              ,44121611SD00001,PUNCHING MACHINES
45324705,SILVER BRAZING ROD 5%         ,23271804SD00001,SILVER BRAZING ROD 5%AG 6 %
471316040000001,GOA BROOM                     ,47131604SD00001,GOA BROOM
471316040000002,PHOOLZADU                     ,47131604SD00002,PHOOL ZADU
471316180000015,TABLE DUSTER                  ,47131618SD00005,TABLE DUSTERS
471316180000016,FLOOR DUSTER                  ,47131618SD00006,Floor Duster
471316180000017,YELLOW POLISHING CLOTH        ,47131618SD00007,Floor Duster
502023100000001,WATER BOTTLE-1000 ML          ,50202310SD00001,WATER BOTTLE-1000 ML
502023100000003,WATER BOTTLE - 500 ML         ,50202310SD00003,WATER BOTTLE - 500 ML
521515040000002,DISPOSABLE GLASSES            ,52151504SD00002,PAPER GLASSES
60000829,YELLOW PAINT                  ,31211504SD00527,YELLOW PAINT
60025498,STICKERS FR NEW COMPRESR R134A,55121606SD02790,STICKERS FR NEW COMPRESR R134A
60034724,"SOWM LABEL G1,G2,G3  7*9      ",55121606SD02402,TUBE LIGHT FIXTURE 2 X 28W
60046079,GLASS SEAL TERMINAL (INDIAN)  ,39121432SD00001,GLASS SEAL TERMINAL
89401121,SHAFT B 5TT                   ,52141601PA02145,SHAFT B (5 KGTT)
89601028,1/1.5T USERS MANUAL           ,55101521SD00139,1/1.5T USERS MANUAL
91004266,USERS MANUAL MD:5034 DGS&D    ,55101521SD00140,USERS MANUAL MD:5034 DGS&D
93006086,SAFETY LEVER FUZZY            ,31281896DG00004,SAFETY LEVER FUZZY
94037072,CORNER CUSHION AUTO           ,13111308DG00007,CORNER CUSHION AUTO
97513003,5/8' FLARE NUT                ,31161700SD00680,5/8' FLARE NUT
97513016,3/8'FLARE NUT                 ,31161700SD00681,3/8'FLARE NUT
97513652,FLARE NUT 1/2'                ,31161700SD00682,FLARE NUT 1/2'
97514097,MANUAL FOR MD 5106/5126       ,55101521SD00141,MANUAL FOR MD 5106/5126
97516583,USER MANUAL MODEL 5026        ,55101521SD00142,USER MANUAL MODEL 5026
97521378,USERS MANUAL FOR 5088         ,55101521SD00143,USERS MANUAL FOR 5088
97707394,PLASTIC LEG 100/150L          ,31141596DG01139,PLASTIC LEG 100L
97709983,LEVELLING SCREW 100/150       ,31161500DG00009,LEVELLING SCREW 100/150
97712237,LEAD UNIT B GDF 1201          ,26121700DG00154,LEAD UNIT B GDF 1201
97713764,DETERGENT CASE SILK GREY      ,31141596DG01392,DETERGENT CASE SILK GREY
97718504,NEW MANUAL GDF 1301           ,55101521SD00144,NEW MANUAL GDF 1301
97720102,3 PIN TOP 16  AMP ANCHOR MAKE ,13102026SD00009,HIP GRINDING
97731663,TRANSP.SLEEVE-AL.CONDSOR 9X7  ,40183006SD00012,TRANSP.SLEEVE-AL.CONDSOR 9X7
97742460,CARTON FOR ODU STAND          ,32131001SD00003,HOT SIDE HEAT REJE ASSLY
97744923,MCC 300L                      ,40101704DG00007,MCC 300L
97752324,SOLAR PANEL 235W WITH CONECTOR,60104701SD00001,SOLAR PANEL 235W WITH CONECTOR
ABK97753976,Motor Bracket GWC10TGZ2RWPT   ,40101701PA02801,Motor Bracket GWC10TGZ2RWPT
ABKSCQ212WF,Wall Mounting  GSC12FQ2WNC    ,40101701PA02802,Wall Mounting  GSC12FQ2WNC
ABKSCQ218MF,Wall Mounting  GSC18FQ2WNC    ,40101701PA02803,Wall Mounting  GSC18FQ2WNC
ABKSGG718CS,Clamp Capacitor GSC18FG7      ,40101701PA02804,Clamp Capacitor GSC18FG7
ABKSGG718MS,Motor Bracket GSC18FG7        ,40101701PA02805,Motor Bracket GSC18FG7
ABKSGG718WC,Clamp Cable GSC18FG7          ,40101701PA02806,WIRE CLAMPGSC18FG7
ABKSHK312MS,Motor Bracket GSC12FK3WLH     ,40101701PA00464,Motor Bracket GSC12FK3WLH
ABKSHK318FM,Motor Bracket GSC12FV5/18FK3  ,40101701PA00465,Motor Bracket GSC12FV5/18FK3
ABKSHS312MS,Motor Bracket GSC12FS3 WLH    ,40101701PA00463,Motor Bracket GSC12FS3 WLH
ABKSHS318MS,Motor Bracket GWC18MC         ,40101701PA02072,Motor Bracket GWC18MC
ABKSHV512MB,Motor Bracket GSC12FV5 HRLH   ,40101701PA00462,Motor Bracket GSC12FV5 HRLH
ABKSHV512MS,Motor Bracket GSC12FV5        ,40101701PA01536,Motor Bracket GSC12FV5
ABKSHV518ES,Motor Bracket GSC18FV5        ,40101701PA00458,Motor Bracket GSC18FV5
ABKSHV518FM,Motor Bracket GSC18FV5        ,40101701PA01535,Motor Bracket GSC18FV5
ABKSHV518MS,Motor Bracket GSC18FV5KR      ,40101701PA01571,Motor Bracket GSC18FV5KR
ABKSHV518SH,Sensor Holder GSC18FV5        ,40101701PA01246,Sensor Holder GSC18FV5
ABKSHV518VA,Valve Support GSC18FV5        ,40101701PA00457,Valve Support GSC18FV5
ABKSHV518VS,Valve Sub-assembly GSC18FV5   ,40101701PA01802,Valve Sub-assembly GSC18FV5
ABKSLJ218MS,Motor Bracket GSC18FJ2/3WLL   ,40101701PA02080,Motor Bracket GSC18FJ2/3WLL
ABKSME318BM,Motor Bracket GSC18FE3WJM     ,40101701PA00701,Motor Bracket GSC18FE3WJM
ABKSME318MB,Motor Bracket GSC18FE3WJM     ,40101701PA01534,Motor Bracket GSC18FE3WJM
ABKSME318RB,RELAY ASSIST BRD GSC18FE3 WJM ,32101502SD00362,RELAY ASSIST BRD GSC18FE3 WJM
ABKSME324ST,Motor Bracket GSC24FE3WJM     ,40101701PA01540,Motor Bracket GSC24FE3WJM
ABKSME424MS,Motor Bracket GSC24FE4WJM     ,40101701PA01533,Motor Bracket GSC24FE4WJM
ABKSME518MS,Motor Bracket GSC18FE5WJM     ,40101701PA01532,Motor Bracket GSC18FE5WJM
ABKSTR125FS,Motor Bracket GSC12FR5WMT     ,40101701PA01616,Motor Bracket GSC12FR5WMT
ABKSTR318MS,Motor Bracket GSC18FR3WLT     ,40101701PA01570,Motor Bracket GSC18FR3WLT
ABKSUW243CC,Clamp Capacitor GSC24FW3WNU   ,40101701PA02807,Clamp Capacitor GSC24FW3WNU
ABKSUW243LS,LEFT SIDE SUP GSC 24 FW 3 WNU ,40101701PA02808,LEFT SIDE SUP GSC 24 FW 3 WNU
ABKSUW243MS,Motor Bracket GSC24FW3WNU     ,40101701PA02809,Motor Bracket GSC24FW3WNU
ABKSZP212FS,Motor Bracket GSC18FP2WLZ     ,40101701PA01596,Motor Bracket GSC18FP2WLZ
ABKSZP212OM,Motor Bracket GSC12FP2WLZ     ,40101701PA01595,Motor Bracket GSC12FP2WLZ
ABL97722067,Blower 1-SMD5000              ,40101701PA02810,Blower 1-SMD5000
ABL97722125,Blower 5004-8/GSC24F2         ,40101701PA02811,Blower 5004-8/GSC24F2
ABL97729292,Blower GWC9G2                 ,40101701PA01416,Blower GWC9G2
ABL97729357,Blower GWC14G2                ,40101701PA01415,Blower GWC14G2
ABL97729536,Blower GWC19G3                ,40101701PA01414,Blower GWC19G3
ABL97729781,Blower GSC19G1                ,40101701PA01419,Blower GSC19G1
ABL97729812,Blower GSC19G1                ,40101701PA01413,Blower GSC19G1
ABL97729996,Blower GSC19G1                ,40101701PA01412,Blower GSC19G1
ABL97730035,Blower GSC19G1                ,40101701PA01411,Blower GSC19G1
ABL97730741,Blower GWC24G3                ,40101701PA01429,Blower GWC24G3
ABL97730815,Blower GSH19G1                ,40101701PA02684,Blower GSH19G1
ABL97733049,Blower GSC12/18M4/S4          ,40101701PA01410,Blower GSC12/18M4/S4
ABL97735749,Blower GSC13FAWHM             ,40101701PA01418,Blower GSC13FAWHM
ABL97736416,Blower GSC10FAWHM             ,40101701PA01417,Blower GSC10FAWHM
ABL97736467,Blower GSC18FAWHM             ,40101701PA01405,Blower GSC18FAWHM
ABL97736508,Blower GSC10GAWHH             ,40101701PA02583,Blower GSC10GAWHH
ABL97736577,Blower GSC13GAWHH             ,40101701PA01409,Blower GSC13GAWHH
ABL97736683,Blower GWC18GA&24GAWHA        ,40101701PA00702,Blower GWC18GA&24GAWHA
ABL97739281,Blower GSC10/12FP3WIZ         ,40101701PA04735,Blower GSC10/12FP3WIZ
ABL97740158,Blower GSC12FM/18FP5MIZ       ,40101701PA00703,Blower GSC12FM/18FP5MIZ
ABL97740343,Blower GSC10FS3WIH            ,40101701PA00704,Blower GSC10FS3WIH
ABL97740396,Blower GSC12FS3/FK3WIH        ,40101701PA00705,Blower GSC12FS3/FK3WIH
ABL97740444,Blower GSC18FS3/FG6           ,40101701PA00706,Blower GSC18FS3/FG6
ABL97743476,Blower (1TYTSU)               ,40101701PA02812,Blower (1TYTSU)
ABL97743484,Blower (1.5TYTSU)             ,40101701PA02813,Blower (1.5TYTSU)
ABL97749228,Blower GSC24FI5WNX            ,40101701PA02814,Blower GSC24FI5WNX
ABL97749359,Blower GSC12FR2A/CWOT         ,40101701PA02815,Blower GSC12FR2A/CWOT
ABL97750372,Blower GWC12GQ3WOC            ,40101701PA02816,Blower GWC12GQ3WOC
ABL97750415,Blower GSC18FQ5CWOC           ,40101701PA02817,Blower GSC18FQ5CWOC
ABL97750470,Blower GSC12FQ5AWOC           ,40101701PA02818,Blower GSC12FQ5AWOC
ABL97750484,Blower GSC12FN3WOU            ,40101701PA02819,Blower GSC12FW3WOU
ABL97750539,Blower GSC12FW3WOU            ,40101701PA02819,Blower GSC12FW3WOU
ABL97750623,Blower GSC18FN3WOU            ,40101701PA02820,Blower GSC18FN3WOU
ABL97750690,Blower GSC18FW3WOU            ,40101701PA05880,Blower GSC18FW3WOU
ABL97750751,Blower GSC12FGW5WOG           ,40101701PA02819,Blower GSC12FW3WOU
ABL97750786,Blower GSC12FGAWOG            ,40101701PA02819,Blower GSC12FW3WOU
ABL97750812,Blower GSC18FGWWOG            ,40101701PA02820,Blower GSC18FN3WOU
ABL97750847,Blower GSC18FGAWOG            ,40101701PA02820,Blower GSC18FN3WOU
ABL97752886,Blower GSC24APZRWOU           ,40101701PA02821,Blower GSC24APZRWOU
ABL97753068,Blower GSC12CPZ3RWPC          ,40101701PA02822,Blower GSC12CPZ3RWPC
ABL97753844,Blower GSC24TSZ3RWPT          ,40101701PA02823,Blower GSC24TSZ3RWPT
ABL97753909,Blower GSC18TSZ5RWPT          ,40101701PA04737,Blower GSC18TSZ5RWPT
ABL97754066,Blower GSC18DG3WOH            ,40101701PA02824,Blower GSC18DG3WOH
ABL97754111,Blower 18AINVRWPU             ,40101701PA02825,Blower 18AINVRWPU
ABL97754818,Blower GWC18UGZ5WPR           ,40101701PA02826,Blower GWC18UGZ5WPR
ABL97754865,Blower GSC12GIG5DGOG          ,40101701PA02827,Blower GSC12GIG5DGOG
ABL97754899,Blower GSC18GIG5DGOG          ,40101701PA02828,Blower GSC18GIG5DGOG
ABL97755003,Blower GWC12TGZ3RWPT          ,40101701PA02829,Blower GWC12TGZ3RWPT
ABL97755192,BLOWER GSC12APZ3RWPU          ,40101701PA04644,BLOWER GSC12APZ3RWPU
ABL97756504,BlowerGSC18CPZ3RWPC           ,40101701PA04856,BlowerGSC18CPZ3RWPC
ABL97756508,Blower GSC18MIN3RWPM          ,40101701PA05307,Blower GSC18MIN3RWPM
ABL97756539,BlowerGSC12MINV3RWPM          ,40101701PA05308,BlowerGSC12MINV3RWPM
ABL97756540,BlowerGSC12CPZ5RWPC           ,40101701PA04857,BlowerGSC12CPZ5RWPC
ABL97756718,BlowerGSC12F/SFZM5RWPM        ,40101701PA05212,BlowerGSC12F/SFZM5RWPM
ABL97756767,BlowerGSC12F/S FZM3RWPM       ,40101701PA05301,BlowerGSC12F/S FZM3RWPM
ABL97756784,Blower GSC 12 FFZH/ DG5 RWPH  ,40101701PA05164,Blower GSC 12 FFZH/ DG5 RWPH
ABL97757311,Blower GSC 12 FFZH/DG3 RWPH   ,40101701PA05229,Blower GSC 12 FFZH/DG3 RWPH
ABL97757398,Blower GSC18F/SFZM3RWPM       ,40101701PA04999,Blower GSC18F/SFZM3RWPM
ABL97757466,Blower GCC18GPM               ,40101701PA05033,Blower GCC18GPM
ABL97757611,Blower GCC 36 GPM             ,40101701PA05151,Blower GCC 36 GPM
ABL97757846,BLOWER GWC18UGZ3WPR           ,40101701PA05604,BLOWER GWC18UGZ3WPR
ABL97757968,BlowerGSC24FFXZ5CWQZ          ,40101701PA05635,BlowerGSC24FFXZ5CWQZ
ABL97758379,Blower GSC 18 SFZR 5 CWQR     ,40101701PA05708,Blower GSC 18 SFZR 5 CWQR
ABLS10L3BLW,Blower GSC10FL3WJM            ,40101701PA01428,Blower GSC10FL3WJM
ABLS18L3BLW,Blower GSC18FL3WJM            ,40101701PA01408,Blower GSC18FL3WJM
ABLS24D2CFB,Blower GSC24FD2WJH            ,40101701PA01427,Blower GSC24FD2WJH
ABLSCQ212CB,Blower GSC12FQ2WNC            ,40101701PA02830,Blower GSC12FQ2WNC
ABLSCQ218FB,Blower GSC18FQ2WNC            ,40101701PA02831,Blower GSC18FQ2WNC
ABLSCQ312FB,Blower GSC12FQ3WNC            ,40101701PA02832,Blower GSC12FQ3WNC
ABLSHK518CB,Blower GSC18FK5WNH            ,40101701PA02833,Blower GSC18FK5WNH
ABLSHV512BL,Blower GSC12FV5/12FG6         ,40101701PA01426,Blower GSC12FV5/12FG6
ABLSHV518AF,Blower GSC18FV5               ,40101701PA01433,Blower GSC18FV5
ABLSLG218BL,Blower GWC18GF2WLL            ,40101701PA01434,Blower GWC18GF2WLL
ABLSME312BL,Blower GSC12FE3WJM            ,40101701PA01425,Blower GSC12FE3WJM
ABLSME312CF,Blower GSC12FE3WMM            ,40101701PA01447,Blower GSC12FE3WMM
ABLSME318BL,Blower GSC18FE3WJM            ,40101701PA01424,Blower GSC18FE3WJM
ABLSMO512BL,Blower GSC12FO5WKM            ,40101701PA01443,Blower GSC12FO5WKM
ABLSTR125BL,Blower GSC12FR5WMT            ,40101701PA01444,Blower GSC12FR5WMT
ABLSTR224CF,Blower GSC24FR2WLT            ,40101701PA01432,Blower GSC24FR2WLT
ABLSTR318CB,Blower GSC18FR3WNT            ,40101701PA04736,Blower GSC18FR3WNT
ABLSTR318CF,Blower GSC18FR3WLT            ,40101701PA01431,Blower GSC18FR3WLT
ABLSTR512FB,Blower GSC12FR5WNT            ,40101701PA02834,Blower GSC12FR5WNT
ABLSTYN18FB,Blower GSH18FYNWMT            ,40101701PA02835,Blower GSH18FYNWMT
ABLSUW242FB,Blower GSC24FW2WNU            ,40101701PA02836,Blower GSC24FW2WNU
ABLSUW243BA,Blower GSC24FW3WNU            ,40101701PA02837,Blower GSC24FW3WNU
ABLSZC183UB,Blower GSC18FC3WMZ            ,40101701PA01445,Blower GSC18FC3WMZ
ABLSZP212FI,Blower GSC18FP2WLZ            ,40101701PA01440,Blower GSC18FP2WLZ
ABLSZP212IF,Blower GSC12FP2WLZ            ,40101701PA01439,Blower GSC12FP2WLZ
ABLT12PWCCF,Blower POWERCOOL1TON          ,40101701PA01438,Blower POWERCOOL1TON
ABLT18PWCCF,Blower POWERCOOL1.5TON        ,40101701PA01437,Blower POWERCOOL1.5TON
ABLT22PWCCF,Blower POWERCOOL2TON          ,40101701PA01436,Blower POWERCOOL2TON
ABLW12G2BLW,Blower GWC12GG2WJM            ,40101701PA01423,Blower GWC12GG2WJM
ABLW18GU4BL,Blower GWC18GU4WLH            ,40101701PA01430,Blower GWC18GU4WLH
ABLWCQ318CB,Blower GWC18GQ3WNC            ,40101701PA02838,Blower GWC18GQ3WNC
ABLWTU184BL,Blower GWC18GU4WMT            ,40101701PA01446,Blower GWC18GU4WMT
ABRSTR224MS,Motor Bracket GSC24FR2 WLT    ,40101701PA01569,Motor Bracket GSC24FR2 WLT
ABS97749233,Rear Panel (IDU) GSC24FI5WNX  ,40101701PA02839,Rear Panel (IDU) GSC24FI5WNX
ABS97755305,Base Plate GSC18MIN3RWPM      ,40101701PA05309,Base Plate GSC18MIN3RWPM
ABS97756522,Base PlateGSC12MINV3RWPM      ,40101701PA05310,Base PlateGSC12MINV3RWPM
ABS97756529,Base PlateGSC18CPZ3RWPC       ,40101701PA04858,Base PlateGSC18CPZ3RWPC
ABS97756564,Base PlateGSC12CPZ5RWPC       ,40101701PA04859,Base PlateGSC12CPZ5RWPC
ABS97756705,Rear Panel GSC12F/SFZM5RWPM   ,40101701PA05192,Rear Panel GSC12F/SFZM5RWPM
ABS97756707,Base PlateGSC12F/SFZM5RWPM    ,40101701PA05196,Base PlateGSC12F/SFZM5RWPM
ABS97756755,Rear Panel GSC12F/S FZM3RWPM  ,40101701PA05293,Rear Panel GSC12F/S FZM3RWPM
ABS97756757,Base PlateGSC12F/S FZM3RWPM   ,40101701PA05295,Base PlateGSC12F/S FZM3RWPM
ABS97757290,Base Plate GSC12FFZH/DG5RWPH  ,40101701PA05213,Base Plate GSC12FFZH/DG5RWPH
ABS97757330,Base Plate GSC12FFZH/DG3RWPH  ,40101701PA05242,Base Plate GSC12FFZH/DG3RWPH
ABS97757392,Base Plate GSC18F/SFZM3RWPM   ,40101701PA04988,Base Plate GSC18F/SFZM3RWPM
ABS97757422,Base Plate GCC18GPM           ,40101701PA04964,Base Plate GCC18GPM
ABS97757460,IDU base plate GCC18GPM       ,40101701PA05030,IDU base plate GCC18GPM
ABS97757542,Base Plate GCC24GPM           ,40101701PA05096,Base Plate GCC24GPM
ABS97757568,Base PlateGCC36GPM            ,40101701PA05115,Base PlateGCC36GPM
ABS97757606,IDU BASE PLATEGCC 36 GPM      ,40101701PA05146,IDU BASE PLATEGCC 36 GPM
ABS97757807,Base Plate GSC18USZ5WPR       ,40101701PA05507,Base Plate GSC18USZ5WPR
ABS97757841,Base Plate GWC18UGZ3WPR       ,40101701PA05599,Base Plate GWC18UGZ3WPR
ABS97758346,BaseGSC24FFXZ5CWQZ            ,40101701PA05670,BaseGSC24FFXZ5CWQZ
ABSSHK312BS,Base Plate (ODU) GSC12FK3WLH  ,40101701PA01577,Base Plate (ODU) GSC12FK3WLH
ABSSHK318BT,CHASSIS SUB-ASY(BSE TY)GWC18RC,40101701PA02071,CHASSIS SUB-ASY(BSE TY)GWC18RC
ABSSHS312BS,Base Plate (ODU) GSC12FS3WLH  ,40101701PA02070,Base Plate (ODU) GSC12FS3WLH
ABSSHS318BT,Base Plate (ODU) GSC18FS3WLH  ,40101701PA02079,Base Plate (ODU) GSC18FS3WLH
ABSSHV105CA,Base Plate (ODU) GSC10FV5KRJH ,40101701PA01538,Base Plate (ODU) GSC10FV5KRJH
ABSSHV512BS,Base Plate (ODU) GSC12FV5     ,40101701PA01531,Base Plate (ODU) GSC12FV5
ABSSHV512OB,Base Plate (ODU) GSC12FV5HRLH ,40101701PA02065,Base Plate (ODU) GSC12FV5HRLH
ABSSHV518BT,Base Plate (ODU) GSC18FV5     ,40101701PA01530,Base Plate (ODU) GSC18FV5
ABSSLG218BA,Base (WAC) GWC18GF2WLL        ,40101701PA02091,Base (WAC) GWC18GF2WLL
ABSSLJ182BS,Base Plate (ODU) GSC18FJ2/3WLL,40101701PA02078,Base Plate (ODU) GSC18FJ2/3WLL
ABSSLJ218BS,Base Plate (ODU) GSC18FJ2/3WLL,40101701PA02077,Base Plate (ODU) GSC18FJ2/3WLL
ABSSLZ518BS,Base Plate (ODU) GSC18FZ5WLL  ,40101701PA02086,Base Plate (ODU) GSC18FZ5WLL
ABSSME324BT,Base Plate (ODU) GSC24FE3WJM  ,40101701PA01529,Base Plate (ODU) GSC24FE3WJM
ABSSME424BA,Base Plate (ODU) GSC24FE4WJM  ,40101701PA01539,Base Plate (ODU) GSC24FE4WJM
ABSSME518BA,Base Plate (ODU) GSC18FE5WJM  ,40101701PA01528,Base Plate (ODU) GSC18FE5WJM
ABSSPRN718B,Base Plate (ODU) GSC12FG7BLG  ,40101701PA02100,Base Plate (ODU) GSC12FG7BLG
ABSSTR224BS,Base Plate (ODU) GSC24FR2WLT  ,40101701PA01568,Base Plate (ODU) GSC24FR2WLT
ABSSTR318BS,Base Plate (ODU) GSC18FR3WLT  ,40101701PA01567,Base Plate (ODU) GSC18FR3WLT
ABSSZP212BS,Base Plate (ODU) GSC18FP2WLZ  ,40101701PA01594,Base Plate (ODU) GSC18FP2WLZ
ABSW14G2CSA,Base (WAC) GWC14G2WHH         ,40101701PA02064,Base (WAC) GWC14G2WHH
ABSW18GU4BS,Base (WAC) GWC18GU4WLH        ,40101701PA02094,Base (WAC) GWC18GU4WLH
ACA89601127,Blower GSC12FM5MIZ            ,40101701PA02840,Blower GSC12FM5MIZ
ACA97722152,"FRONT PANEL 1.5-S,MD-5004     ",40101701PA02841,"FRONT PANEL 1.5-S,MD-5004"
ACA97722157,BASE TRAY 1.5-S               ,40101701PA01527,BASE TRAY 1.5-S
ACA97722176,BASE TRAY 2-S GSC24F2         ,40101701PA01526,BASE TRAY 2-S GSC24F2
ACA97727369,FRONT PARTITION 1.2 TR        ,40101701PA02842,FRONT PARTITION 1.2 TR
ACA97727390,CHASSIS ASSEMBLY 1.2 TR       ,40101701PA02843,CHASSIS ASSEMBLY 1.2 TR
ACA97729278,CABINET ASSEMBLY GWC9G2/G1    ,40101701PA02844,CABINET ASSEMBLY GWC9G2/G1
ACA97729293,BASE PLATE GWC9G2/G1          ,40101701PA01450,BASE PLATE GWC9G2/G1
ACA97729324,FIXG CHASSIS METAL GWC9G2     ,40101701PA02042,FIXG CHASSIS METAL GWC9G2
ACA97729343,Cabinet GWC14G2               ,40101701PA02005,Cabinet GWC14G2
ACA97729358,BASE PLATE GWC14G2            ,40101701PA01525,BASE PLATE GWC14G2
ACA97729376,CHASSIS ASSY GWC14G2          ,40101701PA02041,CHASSIS ASSY GWC14G2
ACA97729377,FIXING CHASSIS METAL GWC14G2  ,40101701PA02040,FIXING CHASSIS METAL GWC14G2
ACA97729379,Cabinet GWC19G3               ,40101701PA02039,Cabinet GWC19G3
ACA97729485,FRONT PLATE (ODU) GSC12G1     ,40101701PA01524,FRONT PLATE (ODU) GSC12G1
ACA97730041,FRONT PLATE (ODU) GSC12F2     ,40101701PA01523,FRONT PLATE (ODU) GSC12F2
ACA97730723,Cabinet GWC24G3               ,40101701PA02845,Cabinet GWC24G3
ACA97735709,FRONT PLATE(ODU) GSC24G3      ,40101701PA00707,FRONT PLATE(ODU) GSC24G3
ACA97735745,Rear Panel (IDU) GSC13FAWHM   ,40101701PA01522,Rear Panel (IDU) GSC13FAWHM
ACA97736414,Rear Panel (IDU) GSC10FAWHM   ,40101701PA02846,Rear Panel (IDU) GSC10FAWHM
ACA97736470,Rear Panel (IDU) GSC18FAWHM   ,40101701PA01093,Rear Panel (IDU) GSC18FAWHM
ACA97736487,Base Plate (ODU) GSC18FAWHM   ,40101701PA01521,Base Plate (ODU) GSC18FAWHM
ACA97736699,Cabinet GWC18&24GAWHA         ,40101701PA00708,Cabinet GWC18&24GAWHA
ACA97740273,MIDDLE PANEL GSC18FI/24FP-WHIT,40101701PA00709,MIDDLE PANEL GSC18FI/24FP-WHIT
ACA97740505,CABINET GWC10G5 2WIM          ,40101701PA00710,CABINET GWC10G5 2WIM
ACA97740562,CABINET GWC12G5 2WIM          ,40101701PA00711,CABINET GWC12G5 2WIM
