Old_Item_Code,Old_Item_Desc,New_item_code,New_Item_Desc
APN97751464,FRONT PANEL GSC18FG6SOG       ,40101701PA02211,REAR CASE GSC12FM 5MIZ-SILVER
APN97751465,FRONT PANEL GSC 12 FB 5 WOT   ,40101701PA00016,LOUVER LINK GSC12FS/FK3/18FS3
APN97751468,FRONT PANEL GSC12FG6SOG       ,40101701PA00292,FRONT PANEL ASSY GSC18FD3 WJH
APN97751496,CONTROL PANELGSC18FG8MOG      ,40101701PA00283,FRONT PANEL GSC18FD3 WJH
APN97751501,FRONT PANELGSC18FG8MOG        ,40101701PA00290,MIDDLE PANEL SUB-ASSY GSC18FD3
APN97751504,SIDE PANEL - RGSC18FG8MOG     ,40101701PA00188,AIR OUTLET GRILLE GSC18FG5 WJA
APN97751506,SIDE PANEL - LGSC18FG8MOG     ,40101701PA00295,FRONT PANEL ASSY GSC18FG5 WJA
APN97751555,Side Panel - LGSC18FG8MOG     ,40101701PA00131,FRONT PANEL GSC18FG5 WJA
APN97752912,OUTDOOR PANEL GSC24APZRWOU    ,40101701PA00130,SWING LOUVER DN GSC18FI5/24FI4
APN97754027,OUTDOOR PANEL GSC18NPZ3RWOU   ,40101701PA00187,FRONT PANEL  GSC18FI5 WJZ
APN97755142,FRONT PANEL GSC30DG4RWPT      ,40101701PA00129,SWING LOUVR UP GSC18FI5/24FI4
APN97755202,FRONT PANEL GSC12APZ3RWPU     ,40101701PA00186,Air Outlet GSC18FL3WJM
APN97755227,OUTDOOR FRONT PANEL GSC12APZ3R,40101701PA00015,FRNT PNL ASY(IDU) GSC18FL3 WJM
APN97755251,Not a valid code              ,40101701PA00185,HORIZNTL LOUVR DN GSC18FL3 WJM
APN97755255,Not a valid code              ,40101701PA00002,HORIZNTL LOUVR UP GSC18FL3 WJM
APN97755259,Not a valid code              ,40101701PA00128,MIDDLE PANEL GSC18FL3 WJM
APN97755279,Not a valid code              ,40101701PA00184,VERTCL LOUVER ASY GSC18FL3 WJM
APN97755283,Not a valid code              ,40101701PA00183,VERTICLE LOUVER GSC18FL3 WJM
APN97755287,Not a valid code              ,40101701PA00182,MIDLE PNL GSC18/24FM5 MIZ-SILV
APN97756496,Front Panel AssyGSC18MIN3RWPM ,40101701PA00181,REAR CASE GSC18/24FM5 MIZ-SLVR
APN97756501,Front PanelGSC18CPZ3RWPC      ,40101701PA00180,FRONT PANEL ASSY GSC24FD2 WJH
APN97756533,Front PanelGSC12MINV3RWPM     ,40101701PA00179,FRONT PANEL GSC24FD2 WJH
APN97756545,Front PanelGSC12CPZ5RWPC      ,40101701PA00178,FILTER SUB-ASSY GSC24FD2 WJH
APN97756697,Front PanelGSC12F/SFZM5RWPM   ,40101701PA00014,SWING LOUVR(HRZNTL)GSC24FD2 WJ
APN97756747,Front PanelGSC12F/S FZM3RWPM  ,40101701PA00177,MIDDLE PANEL GSC24FD2 WJH
APN97757298,Front Panel GSC 12/18 DG3 RWPH,40101701PA00176,ODU FRONT GRILL GSC24FD2 WJH
APN97757299,Front Panel GSC12FFZH3RWPH    ,40101701PA00175,ODU REAR GRILL GSC24FD2 WJH
APN97757383,Front Panel GSC18F/SFZM3RWPM  ,40101701PA00174,REAR PANEL GSC24FD2 WJH
APN97757419,Front Panel Assy GSC 18FFZH3 R,40101701PA00013,SWING LOUVER (LH) GSC24FD2 WJH
APN97757832,Front Panel GSC 18 UPZ 5 WPR  ,40101701PA03312,FRONT PANEL GSC12FQ2WNC
APN97757837,FRONT PANEL GSC12SFZH3RWPH    ,40101701PA02216,MIDDLE PANEL GSC12FQ2WNC
APN97757838,FRONT PANEL GSC12SFZH5RWPH    ,40101701PA03313,ODU FRONT GRILL GSC12FQ2WNC
APN97757839,FRONT PANEL GSC18SFZH3RWPH    ,40101701PA02230,ODU FRONT PANEL GSC12FQ2WNC
APN97757994,GRILLCNTR DISPLYGSC24FFXZ5CWQZ,40101701PA03314,REAR GRILL GSC12FQ2WNC
APN97758405,Front Panel GSC 18 SFZR 5 CWQR,40101701PA02224,REAR PANEL ASSY GSC12FQ2WNC
APN97758410,IDU CARTON GSC 18 SFZR 5 CWQR ,40101701PA02217,FRONT PANELGSC18FQ2WNC
APS97757865,SCROLL UPPER GWC18UGZ3WPR     ,40101701PA03315,MIDDLE PANEL GSC18FQ2WNC
ARESTR324MC,AC CONTACTOR GSC24FR3 WLT     ,40101701PA02223,REAR PANEL ASSYGSC18FQ2WNC
ASB97718456,AC STAB 4KVA 165-270V WCO     ,40101701PA02213,FRONT PANEL GSC12FQ3WNC
ASB97730370,AC STAB 140-280V G4000VW WO CF,40101701PA02205,F/P PAINTED PART GODREJ
ASB97730371,AC STAB 4KVA 110-280V WCO     ,40101701PA00285,FRONT PANEL ASSY GSC18FD3 WJH
ASB97730578,"STAB.G4000VN,160-280W/O CUTOFF",40101701PA00284,FRONT CASE SB-ASY GSC18FD3 WJH
ASB97730579R,STB.G4000WS160-280WT C.OFF REP,40101701PA01250,FRONT PANEL B3 GSC18FD3 WJH
ASB97730582,STAB.G4000VEW130-280W/O CUTOFF,40101701PA01386,FRONT PANEL GSC12FG7 OMG
ASB97730583,STB.G4000VEWT130-280WTH CUTOFF,40101701PA01309,FRONT PANEL GSC12FK3WLH
ASB97730583R,REP STB.G4000VE130-280WT C/OFF,40101701PA01308,FRONT CASE SUB-ASY GSC12FK3 WL
ASB97736661,G4000VTD 175-280V WT.C.OF(DUGG,40101701PA01307,REAR CASE ASSY GSC12FK3 WLH
ASB97736662,G4000V 175-280 W/O.C.OFF(DUGGR,40101701PA01300,FRONT PANEL ASSY GSC18FK3 WLH
ASB97736708,G5000VN160-280V W/O C/O DUGGAR,40101701PA01573,GRILL GWC18RC/18FK3
ASB97743563,AC STAB 4KVA 135-280V WCO     ,40101701PA01306,FRNT CASE SUB-AY(MD PN)GSC18FK
ASB97746416,AC STAB METRO 150-270 A       ,40101701PA03316,FRONT PANEL GWC18RC/18FK3
ASB97746427,AC STAB METRO 150-270 C       ,40101701PA01305,REAR CASE ASSY GSC18FK3 WLH
ASB97746447,NEW GODREJ AC STAB 4KVA       ,40101701PA03317,FRONT PANEL ASSY GSC18FK5WNH
ASB97754247,AC Stab 85 - 280V C           ,40101701PA03318,MIDDLE PANEL GSC18FK5WNH
ASB97754248,AC Stab 110 - 280V C          ,40101701PA03319,REAR GRILL GSC18FK5WNH
ASB97754249,AC Stab 130 - 280V C          ,40101701PA03320,REAR PANEL GSC18FK5WNH
ASB97754250,AC Stab 110 - 280V A          ,40101701PA01576,GRILL GSC18FS3 WLH
ASB97755080,AC Stab 130 - 280V A          ,40101701PA02218,FRONT PANEL ASSY GSC18FS3 WLH
ASCALLCHO0,SERVICE CALLCENTER EXPENSES   ,40101701PA01299,FRONT CASE SUB-ASY GSC18FS3 WL
ASCALLEXP0,EXPENSES TOWARDS CALL CENTRE  ,40101701PA00282,MIDDLE PANEL GSC10FV5 KRJH
ASCALTELHO0,CALLCENTER(EUREKA N EFFORT)   ,40101701PA00281,REAR CASE ASSY GSC10FV5 KRJH
ASCANVHO0,SERVICE SALES CANVASSER EXPS  ,40101701PA00173,FRONT PANEL GSC10FV5 HBJH
ASCONFHO0,SERVICE CONFERENCE EXPS       ,40101701PA00280,FRONT PANEL GSC10FV5 KRJH
ASDSGNHO0,SERVICE DESGN&ARTWORK         ,40101701PA00172,FRONT PANEL GSC10FV5 ZSJH
ASDSGNHO1,GD-DESIGN & ART WORK ACTIVITY ,40101701PA00171,FRONT PANEL GSC12FV5 HBJH
ASEECOCARGOP,SERVICE EECO CARGOVAN BRANDING,40101701PA00289,FRONT PANEL GSC12FV5 HRJH
ASEECOVANP,SERVICE EECO VAN BRANDING     ,40101701PA00170,FRONT PANEL GSC12FV5 KAJH
ASL97722155,DRAINAGE HOSE GSC12FR5 WMT    ,40101701PA00169,FRONT PANEL GSC12FV5 KRJH
ASL97722172,"CAPILLARY 2-S, GSC24F2        ",40101701PA00168,FRONT PANEL GSC12FV5 KSJH
ASL97722175,SUCTION PIPE GSC24F2          ,40101701PA00288,FRONT PANEL GSC12FV5 ZAJH
ASL97727375,CAPILLARY ASSEMBLY 1.2 TR     ,40101701PA00287,FRONT PANEL GSC12FV5 ZGJH
ASL97727376,DISCHARGE PIPE 1.2 TR         ,40101701PA00167,FRONT PANEL GSC12FV5 ZSJH
ASL97727380,SUCTION PIPE 1.2 TR           ,40101701PA00166,FRONT PANEL GSC12FV5 HAJH
ASL97727395,CONNECTING PIPE 1.2 TR        ,40101701PA00165,MIDDLE PANEL GSC12FV5/12FG6
ASL97727429,CAPILLARY ASSEMBLY.8TR        ,40101701PA01350,FRONT PANEL GSC12FV5 KRLH
ASL97729301,CAPILLARY ASSBLY GWC9G2/G1    ,40101701PA00294,MIDDLE PANEL GSC12FV5 ZGJH
ASL97729502,CAPILLARY ASSY GWC14/19G3     ,40101701PA00164,REAR PANEL GSC12FV5/12FG6
ASL97729523,DRAIN PLUG GWC19G3            ,40101701PA00163,FRONT PANEL GSC18FV5 HBJH
ASL97729857,CAPILLARY ASSEMBLY GSC12G1    ,40101701PA00162,FRONT PANEL GSC18FV5 HRJH
ASL97730052,CAPILLARY ASSEM GSC12F2       ,40101701PA00161,FRONT PANEL  B8 GSC18FV5 KAJH
ASL97730053,PIPE ASSEMBLY GSC12F2         ,40101701PA00160,FRONT PANEL GSC18FV5 KRJH
ASL97730149,CAPILLARY ASSY GSC9F2         ,40101701PA00159,FRONT PANEL GSC18FV5 HAJH
ASL97730594,CAPILLARY ASSY GSC12F3/12G2   ,40101701PA00158,FRONT PANEL GSC18FV5 KSJH
ASL97730749,CAPILLARY ASSEMBLY GWC24G3    ,40101701PA00157,FRONT PANEL GSC18FV5 ZAJH
ASL97733134,CAPILLARY GWH18G4             ,40101701PA00156,FRONT PANEL GSC18FV5 ZGJH
ASL97736550,CAPILLARY ASSY GSC10GA WHH    ,40101701PA00155,FRONT PANEL GSC18FV5 ZSJH
ASL97736746,CAPILLARY ASSEMBLY GSC22FA WHT,40101701PA01563,FRONT GRILL GSC18FV5 KRLH
ASL97736748,DISCHARGE PIPE GSC22FA WHT    ,40101701PA01289,FRONT PANEL ASSY GSC18FV5 KRLH
ASL97736749,SUCTION PIPE GSC22FA WHT      ,40101701PA01562,MIDDLE GRILL GSC18FV5 KRLH
ASL97740104,CAPILARY ASSEMBLY GSC10FP3 WIZ,40101701PA00293,MIDDLE PANEL GSC18FV5 ZGJH
ASL97740127,CAPILARY ASSEMBLY GSC10FM5 MIZ,40101701PA01355,FRONT PANEL GSC18FV5 HRLH
ASL97740144,CAPILARY ASSEMBLY GSC12FP3 WIZ,40101701PA01561,REAR GRILL GSC18FV5 KRLH
ASL97740190,CAPILARY ASSEMBLY GSC12FM5 MIZ,40101701PA02227,HORIZNTAL LOUVERS GWC18GF2 WLL
ASL97740263,CAPILLARY ASSY GSC18FP3 WIZ   ,40101701PA02083,DISCHARGE GRILL GSC18FJ2/3 WLL
ASL97740305,CAPILARY ASSEMBLY GSC18FM5 MIZ,40101701PA02241,FRONT PANEL GSC18FJ2/3 WLL
ASL97740328,CAPILARY ASSEMBLY GSC24FP2 WIZ,40101701PA02203,FACE FRAMEGSC18FJ2/3 WLL
ASL97740419,CAPILLARY ASSY GSC12FS3 WIH   ,40101701PA03321,FRNT CASE SUB-ASY GSC18FZ5 WLL
ASL97740472,CAPILLARY ASSY GSC18FS3 WIH   ,40101701PA03322,FRONT PANEL GSC18FZ5 WLL
ASL97740516,CAPILLARY GWC10G5 2WIM        ,40101701PA03323,FRONT CASE GSC18FZ5  WLL
ASL97740590,CAPILLARY GWC18G6 2WIM        ,40101701PA00153,Air Outlet GSC10FE3WJM
ASL97749214,LOW PRESSURE VALVE GSC24FI5WNX,40101701PA04405,FRONT PNL ASSY GSC10FE3 WJM
ASL97749347,SUCTION PIPE GSC18RD/BD/CD3WOT,40101701PA00152,MIDDLE PANEL GSC10FE3 WJM
ASL97749382,SUCTION PIPEGSC12FR2A/CWOT    ,40101701PA00151,REAR PANEL GSC10FE3 WJM
ASL97749419,SUCTION TUBE GWC12GQ3WOC      ,40101701PA00150,Air Outlet GSC12FE3WJM
ASL97750407,SUCTION PIPEGSC18FQ5CWOC      ,40101701PA01403,Air outlet + Drain GSC12FE3WMM
ASL97750449,SUCTION TUBE GSC18FQ3AWOC     ,40101701PA02210,FRONT PANEL ASSY GSC12FE3 WJM
ASL97751093,SUCTION COPPER TUBE 1TGSC12FG ,40101701PA00149,MIDDLE PANEL GSC12FE3 WJM
ASL97751144,SUCTION COPPER TUBE 1TGSC12FG8,40101701PA01617,AIR OUTLET GRILLE GSC12FE3WMM
ASL97751215,SUCTION 1.5 T (NEW)GSC18FG    ,40101701PA01402,FRONT PANEL GSC12FE3WMM
ASL97751422,SUCTIONCOPPERTUBE1TGSC12FGAW  ,40101701PA00148,REAR PANEL GSC12FE3 WJM
ASL97751535,Tube SuctionGSC18FG8MOG       ,40101701PA00147,Air Outlet GSC18FE3WJM
ASL97754175,SUCTIONG PIPE CASSETTE 2T     ,40101701PA03324,FRONT PANEL ASSY GSC18FE3 WJM
ASL97754209,SUCTION PIPE CASSETTE 3T      ,40101701PA00146,MIDDLE PANEL GSC18FE3 WJM
ASL97754238,SUCTION PIPE CASSETTE 4T      ,40101701PA00145,REAR PANEL GSC18FE3 WJM
ASL97754307,SUCTION LINE GWC18UGZ5WPR     ,40101701PA03325,FRONT PANEL ASSY GSC24FE3 WJM
ASL97757332,Suction Tube GSC12FFZH/DG3RWPH,40101701PA03326,FRONT PANEL ASSY GSC24FE4 WJM
ASL97757817,Suction Tube GSC18USZ5WPR     ,40101701PA03327,FRONT PANEL ASSY GSC10FE5 WJM
ASL97757863,SUCTION TUBE GWC18UGZ3WPR     ,40101701PA03328,FRONT PANEL ASSY GSC12FE5 WJM
ASL97758351,Tube Suction GSC24FFXZ5CWQZ   ,40101701PA02214,FRONT PANEL ASSY GSC18FE 5 WJM
ASL97758411,ROOM SENSOR GSC 18 SFZR 5 CWQR,40101701PA01362,AIR OUTLET ASSY GSC18FO5 WKM
ASL97758412,COIL SENSOR GSC 18 SFZR 5 CWQR,40101701PA03498,IDU PANEL FOR GSC 18 FR1 WS
ASL97758496,SUCTION TUBEGSC12FIXH7GGPG    ,40101701PA01395,FRONT PANEL  GSC18FG5 WMG
ASLABOUR-CARGO,SERV CARGOVAN IMPLEMENTATION  ,40101701PA03331,FRONT PANEL GSC12FG5WNG
ASLABOUR-OTHER,SERV OTHERVAN IMPLEMENTATION  ,40101701PA02192,AIR OUTLET ASSLY GSC12FR5 WMT
ASLABOUR-OTHER-E,SERV OTH-EECO IMPLEMENTATION  ,40101701PA01394,REAR PANEL GSC12FR5 WMT
ASLGG512SUP,SUCTION PIPE GSC12FG5WNG      ,40101701PA01560,FAN GUARD GSC24FR2 WLT
ASLS10D3CAP,CAPILLARY GSC10FD3 WJH        ,40101701PA01288,FRONT PANEL GSC24FR2 WLT
ASLS10D3DTB,DISCHARGE TUBE GSC10FD3 WJH   ,40101701PA01559,GRILLE GSC24FR2 WLT
ASLS10D3STB,SUCTION TUBE GSC10FD3 WJH     ,40101701PA01593,LEFT GRILLE GSC24FR2 WLT
ASLS12D3CAP,CAPILLARY GSC12FD3/FK3 WJH    ,40101701PA01287,FACE FRAME GSC24FR2 WLT
ASLS12D3DTB,DISCHARGE TUBE GSC12FD3 WJH   ,40101701PA01286,REAR PANEL GSC24FR2 WLT
ASLS12D3STB,SUCTION TUBE GSC12FD3 WJH     ,40101701PA01558,FAN GUARD GSC18FR3 WLT
ASLS12G5DTB,DISCHARGE TUBE GSC12FG5 WJA   ,40101701PA01285,FRONT PANEL GSC18FR3 WLT
ASLS12G5STB,SUCTION TUBE GSC12FG5 WJA     ,40101701PA03332,FRONT PANEL GSC12FR5WNT
ASLS18D3CAP,CUT-OFF VALVE GSC18FD3 WJH    ,40101701PA03333,MIDDLE PANEL GSC12FR5WNT
ASLS18D3DIT,DISCHARGE TUBE GSC18FD3 WJH   ,40101701PA02195,REAR PANEL GSC12FR5WNT
ASLS18D3SUT,SUCTION TUBE GSC18FD3 WJH     ,40101701PA03334,FRONT PANELGSC12FT3WNT
ASLS18G5CAP,CAPILARY ASSEMBLY GSC18FG5 WJA,40101701PA03335,MIDDLE PANELGSC12FT3WNT
ASLS18G5DTB,DISCHARGE TUBE GSC18FG5 WJA   ,40101701PA03336,ODU FRONT PANELGSC12FT3WNT
ASLS18G5STB,SUCTION TUBE GSC18FG5 WJA     ,40101701PA03337,REAR PANEL GSC12FT3WNT
ASLS24D2CAP,CAPILARY SUB-ASSY GSC24FD2 WJH,40101701PA03338,TOP COVERGSC12FT3WNT
ASLS24D2SUC,SUCTION TUBE GSC24FD2 WJH     ,40101701PA02222,ODU FRONT GRILL GSC18FT3WNT
ASLSCQ212ST,SUCTION TUBE GSC12FQ2WNC      ,40101701PA02196,ODU FRONT PANEL GSC18FT3WNT
ASLSCQ218SP,SUCTION TUBEGSC18FQ2WNC       ,40101701PA02212,TOP COVER GSC18FT3WNT
ASLSGG712ST,SUCTION TUBE GSC12FG7         ,40101701PA03340,FRONT PANEL GSC12FT5WNG
ASLSGG718ST,SUCTION TUBEGSC18FG7          ,40101701PA03342,FRONT PANEL GSH18FYNWMT
ASLSHK312ST,SUCTION TUBE GSC12FK3 WLH     ,40101701PA03343,MIDDLE PANEL GSH18FYNWMT
ASLSHK318ST,SUCTION TUBE SUB-ASSY GSC18FK3,40101701PA03344,CHASSISGSC24 FW2 WNU
ASLSHS312ST,SUCTION TUBE GSC12FS3 WLH     ,40101701PA03345,MIDDLE PANEL GSC24 FW2 WNU
ASLSHV105CP,CAPILRY SUB-ASSY GSC10FV5 KRJH,40101701PA03346,PANELGSC24 FW2 WNU
ASLSHV105IT,SUCTION GSC10FV5 KRJH         ,40101701PA03347,PANELGSC24 FW2 WNU
ASLSHV518ST,INHALATION TUBE GSC18FV5 KRLH ,40101701PA03348,REAR PANELGSC24 FW2 WNU
ASLSMO512SL,SUCTION PIPE ASSY GSC12FO5 WKM,40101701PA03349,FRONT PANELGSC 24 FW 3 WNU
ASLSTR125SP,SUCTION PIPE GSC12FR5 WMT     ,40101701PA03350,MIDDLE PANELGSC 24 FW 3 WNU
ASLSTR224SL,SUCTION PIPE GSC24FR2 WLT     ,40101701PA03351,ODU FRONT GRILLGSC 24 FW 3 WNU
ASLSTR318SL,SUCTION PIPE GSC18FR3 WLT     ,40101701PA03352,ODU FRONT PANELGSC 24 FW 3 WNU
ASLSTR324SL,SUCTION PIPE GSC24FR3 WLT     ,40101701PA02208,REAR PANEL GSC 24 FW 3 WNU
ASLSTR512SV,SUCTION VALVE GSC12FR5WNT     ,40101701PA01361,FRONT PANEL GSC12FV5 KRLH
ASLSUW242GV,GAS VALVEGSC24 FW2 WNU        ,40101701PA01385,FRONT PANEL (IDU) GSC12FC3 WMZ
ASLW12G2CAP,CAPILLARY ASSY GWC12GG2 WJM   ,40101701PA01384,MIDDLE PANEL GSC12FC3 WMZ
ASLW12G2SUC,SUCTION LINE GWC12GG2 WJM     ,40101701PA01383,REAR PANEL GSC12FC3 WMZ
ASLW12H3CAP,CAPILLARY ASSY GWC12GH3 WJM   ,40101701PA01382,FRONT PANEL (IDU) GSC18FC3 WMZ
ASLW12H3SUC,SUCTION PIPE GWC12GH3 WJM     ,40101701PA01349,REAR CASE GSC12FP2 WLZ
ASLW14G2SUC,SUCTION TUBE SUBASY GWC14G2 WH,40101701PA01348,FRONT PANEL GSC12FP2 WLZ
ASLW18G2CAP,CAPILLARY ASSY GWC18GG2 WJM   ,40101701PA01347,MIDDLE PANEL  GSC18FP2 WLZ
ASLW18G2SUC,SUCTION PIPE GWC18GG2 WJM     ,40101701PA01592,AIR OUTLET GRILLE GSC12FP2 WLZ
ASLW18GU4ST,SUCTION TUBE SUB ASY GWC18GU4 ,40101701PA01346,FRONT PANEL(IDU) GSC18FP2 WLZ
ASLW18H3CAP,CAPILLARY ASSY GWC18GH3 WJM   ,40101701PA01591,AIR OUTLET GRILLE GSC18FP2 WLZ
ASLW18H3SUC,SUCTION PIPE GWC18GH3 WJM     ,40101701PA01354,FRONT PANEL  POWER COOL
ASLWCQ318ST,SUCTION TUBE GWC18GQ3WNC      ,40101701PA01345,FACE FRAME  POWER COOL
ASM97729295,CLPBRD SNAIL SHELL GWC9G2/G1  ,40101701PA01344,FACE FRAME POWER COOL
ASM97729382,REAR CLAPBOARD GWC19G3        ,40101701PA01353,FRONT PANEL POWER COOL
ASM97729383,UPPER CLAPBOARD GWC19G3       ,40101701PA01343,FACE FRAME POWER COOL
ASM97729526,ELECTRIC BOX ASSY GWC9G1      ,40101701PA01352,FRONT PANEL POWER COOL
ASN97748025,ROOM SENSOR GSC18FZ3WNL       ,40101701PA00080,FRONT PANEL ASSY GWC10GG2 WJM
ASN97748029,COIL SENSOR GSC18FZ3WNL       ,40101701PA00085,TOP COVER GWC10GG2 WJM
ASN97749410,Coil Sensor GWC12GQ3WOC       ,40101701PA00012,FRONT PANEL ASSY GWC12GG2 WJM
ASN97749411,ROOM SENSOR GWC12GQ3WOC       ,40101701PA00144,FRONT PANEL ASSY GWC12GH3 WJM
ASN97750499,Room Sensor GSC12FN3WOU       ,40101701PA00143,FRONT PANEL GWC12GH3 WJM
ASN97750503,COIL SENSOR GSC12FN3WOU       ,40101701PA01282,Air Outlet Assy GWC14G2WHH
ASN97750560,COIL  SENSORGSC12FW3WOU       ,40101701PA01281,FRONT PANEL ASSY GWC14G2 WHH
ASN97750561,ROOM  SENSORGSC12FW3WOU       ,40101701PA00116,FRONT PANEL ASSY GWC18GG2 WJM
ASN97750653,COIL SENSOR GSC18FN3WOU       ,40101701PA00084,FRONT PANEL GWC18GG2 WJM
ASN97750654,Room Sensor GSC18FN3WOU       ,40101701PA00083,LOUVER HOLDER GWC18GG2 WJM
ASN97750711,Coil Sensor GSC18FW3WOU       ,40101701PA01280,FRONT PANEL 1 GWC18GU4 WLH
ASN97750712,Room Sensor GSC18FW3WOU       ,40101701PA01279,FRONT CASE GWC18GU4 WLH
ASN97750769,Room Sensor GSC12FGW5WOG      ,40101701PA01278,FRONT PANEL ASSY GWC18GU4 WLH
ASN97750771,COIL SENSOR GSC12FGW5WOG      ,40101701PA00142,FRONT PANEL ASSY GWC18GH3 WJM
ASN97750804,Room Sensor GSC12FGAWOG       ,40101701PA00141,FRONT PANEL GWC18GH3 WJM
ASN97750806,COIL SENSORGSC12FGAWOG        ,40101701PA02191,FRONT PANEL ASSY GWC18GQ3WNC
ASN97750838,Room Sensor GSC18FGWWOG       ,40101701PA02206,REAR GRILL GWC18GQ3WNC
ASN97750839,COIL SENSOR GSC18FGWWOG       ,40101701PA01391,FRONT PANEL GWC18GU4 WMT
ASN97750873,Room Sensor GSC18FGAWOG       ,40101701PA01391,FRONT PANEL GWC18GU4 WMT
ASN97750874,COIL SENSOR GSC18FGAWOG       ,40101701PA02648,COMPRESSOR GASKET GSC12FV5
ASN97750939,Room Sensor GSC18MINVWOM      ,40101701PA02710,COMPRESR GASKET GSC18FV5 KRLH
ASN97750940,PIPETEMP SNSR ASLYGSC18MINVWOM,40101701PA02781,COMPRESSR GASKET GWC18GU4 WLH
ASN97750951,Coil Sensor GSC18MINVWOM      ,40101701PA02709,COMPRESSOR GASKET GWC19G3 WHH
ASN97751005,Room Sensor GSC12MINVWOM      ,40101701PA00635,HANDLE GSC18FE3 WJM
ASN97751006,PIPE TEMPSNSR ASLYGSC12MINVWOM,40101701PA02243,SENSOR HOLDER GSC18FJ2/3 WLL
ASN97751050,Coil Sensor GSC12MINVWOM      ,40101701PA01514,CONNNG PIPE CLMP2 GSC10FE3 WJM
ASN97752903,Coil Sensor GSC24APZRWOU      ,40101701PA01225,REMTE CONTL HLDR GSC10FE3 WJM
ASN97752904,Room Sensor GSC24APZRWOU      ,40101701PA00585,LOUVER HOLDER GSC18FE3 WJM
ASN97753894,Room Sensor GWC18TGZ3RWPT     ,40101701PA01513,CONNCT  PIPE CLMP GSC18FE3 WJM
ASN97753978,Room Sensor GWC10TGZ2RWPT     ,40101701PA00452,LEFT SUPPORTER GSC24FE3 WJM
ASN97754015,Coil Sensor GSC18NPZ3RWOU     ,40101701PA02026,LEFT SUPPORTER GSC18FE5 WJM
ASN97754016,Room Sensor GSC18NPZ3RWOU     ,40101701PA02025,Thermocol GSC18FE5WJM
ASN97754162,INDOOR TEMP SENSOR CASSETTE 2T,40101701PA01512,WIRE CLAMP GSC18FE5 WJM
ASN97754234,DISCHARG TEMP SNSR CASSETTE 4T,40101701PA01360,BEARING HOLDER GSC12FO5 WKM
ASN97754260,ROOM TEMP SENSOR INV MEGMEET  ,40101701PA00609,LOUVER HOLDER GSC12FO5 WKM
ASN97754261,PIPE TEMP SENSOR INV MEGMEET  ,40101701PA01277,REMOTE CONTROLLR SUPP GSC24FR2
ASN97755152,IDU SENSOR ASY GSC30DG4RWPT   ,40101701PA01276,SENSOR HOLDER GSC 24 FR2 WLT
ASN97755182,ROOM TEMPERATURE SENSOR GSC12A,40101701PA01557,CAPACITOR STRIP GSC18FR3 WLT
ASN97755233,Coil Sensor GSC12APZ3RWPU     ,40101701PA01275,REMTE CONTRL SUPP.GSC24FR3 WLT
ASN97755248,Not a valid code              ,40101701PA01342,SENSOR HOLDER POWER COOL
ASN97755261,Not a valid code              ,40101701PA01274,DRAINAGE HOSE GSC24FR2 WLT
ASN97755266,Not a valid code              ,31161500SD01185,NO.8 PAN HEAD ST SCREW FOR AC
ASN97755276,Not a valid code              ,31161800DG00165,WASHET FOR NIDEC FOR AC
ASN97755289,Not a valid code              ,40101701PA04406,GASKET GSC12CPZ3RWPC
ASN97755294,Not a valid code              ,40101701PA03353,ANGLE PLATE CASSETTE 2T
ASN97755299,ODU Amb Sensor GSC18MIN3RWPM  ,40101701PA03354,ODU FRONT PLATE CASSETTE 2T
ASN97755301,Condenser Senso GSC18MIN3RWPM ,40101701PA03355,VALVE SUPPORTER CASSETTE 2T
ASN97756492,ODU Dischar SensoGSC18MIN3RWPM,40101701PA03356,CABLE CLAMP CASSETTE 2T
ASN97756515,Room SensorGSC18MIN3RWPM      ,31161500SD02305,SCREW M6 X15 HEX HEAD
ASN97756516,Coil SensorGSC18MIN3RWPM      ,31161500SD02306,SCREW DIA4X10 SHARP
ASN97756519,ODU Amb SensorGSC12MINV3RWPM  ,31161700SD00683,M6 FLANGE NUT ANTICLOCKWIS
ASN97756531,Room SensorGSC18CPZ3RWPC      ,31161700SD00684,Copper nut GCC18GPM
ASN97756532,Coil SensorGSC18CPZ3RWPC      ,31161700SD00685,Copper nut GCC18GPM
ASN97756589,Room SensorGSC12CPZ5RWPC      ,31161700SD00821,Copper nut GCC18GPM
ASN97756590,Coil SensorGSC12CPZ5RWPC      ,31161700SD00686,Copper nut GCC24GPM
ASN97756661,Room Sensor GSC12CPZ3RWPC     ,31161700SD00687,Copper nut GCC24GPM
ASN97756662,Coil·Sensor GSC12CPZ3RWPC     ,31161700SD00690,Copper nut GCC24GPM
ASN97756666,Room Sensor GSC18CPZ3RWPC     ,31161700SD00691,Copper nut GCC24GPM
ASN97756667,Coil·Sensor GSC18CPZ3RWPC     ,31161700SD00688,Copper nutGCC36GPM
ASN97756671,Room Sensor GSC12CPZ5RWPC     ,31161700SD00689,Copper nutGCC 36 GPM
ASN97756672,Coil·Sensor GSC12CPZ5RWPC     ,40101701PA03357,Wall Mounting  GSC18FK5WNH
ASN97756699,Room SensorGSC12F/SFZM5RWPM   ,40101701PA01633,POWER CORD GSC18FK3 WLH
ASN97756700,Coil SensorGSC12F/SFZM5RWPM   ,40101701PA01630,POWER CORD GSC12FV5 KRLH
